#1.3																																			
494	34	1	11																																
id	ppName	20087-50060-10008-nan	20088-50060-10029-nan	20089-50060-10046-nan	20090-50060-10049-nan	20091-50060-10050-nan	20092-50060-10068-nan	20093-50060-10017-10	20094-50061-10079-10	20095-50061-10080-10	20097-50061-10086-10	20097-50454-10086-10	20098-50061-10087-10	20098-50454-10087-10	20099-50061-10091-10	20099-50454-10091-10	20100-50061-10092-10	20100-50454-10092-10	20101-50061-10093-10	20101-50454-10093-10	20102-50061-10094-10	20102-50454-10094-10	20103-50061-10106-10	20103-50454-10106-10	20104-50454-10200-0.05	20104-50454-10200-0.5	20104-50454-10200-5	20105-50061-10201-10	20106-50061-10070-10	20106-50454-10070-10	20204-51097-10075-1	20206-50811-10129-1	20207-51099-10188-1	20209-50335-10337-1	20210-50811-10351-1
200722	MAP2K3	nan	nan	nan	nan	nan	nan	15.6	nan	nan	0	-2.3	-11.9	4.7	-8	8.3	-1.6	7.9	-2.2	-3	8.3	1.5	-11.9	1.6	5.5	12.5	19.5	nan	-16.6	-12.7	8.464981447	7.1	4.9	95.2	-10.2
200723	MAP2K4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-35.7	nan	20.8	nan	1.9	nan	-3.7	nan	1.9	nan	6.9	nan	15.1	nan	nan	nan	nan	nan	-8.5	nan	nan	nan	nan	nan
200724	MAP2K4	nan	nan	nan	nan	nan	nan	-26.5	0.6	4.6	nan	3.8	nan	-1.2	nan	1.9	nan	-0.3	nan	-18.8	nan	2.2	nan	-9.6	17	11.8	13.5	-1.5	nan	-11.5	8.146709089	7.6	0	88.2	-8.7
200725	MAP2K5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-14.1	-5.6	6	nan	nan	nan	-9.160888835	31.2	-44.7	nan	4.9
200726	MAP2K6	nan	nan	nan	nan	nan	nan	-4	13.9	8.5	9.5	4.5	-3.2	7.5	-5.5	-10.3	2.6	4.3	-1.2	4.7	2.1	7.2	-10.4	-24.4	4.9	10.9	6.8	-2.7	-47.1	-8	-39.73473579	11.3	6.1	97.5	-2.1
200727	MAP2K6	nan	nan	nan	nan	nan	nan	nan	19.3	20.5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.4	nan	nan	nan	nan	nan	nan	nan
200728	MAP2K6	nan	nan	nan	nan	nan	nan	nan	0.1	-9.5	nan	-16.4	nan	22.4	nan	-12.9	nan	14.8	nan	4	nan	1.8	nan	23.7	-13.3	-9.9	14.4	-0.6	nan	2.5	nan	nan	nan	nan	nan
200729	MP2K7	nan	nan	nan	nan	nan	nan	nan	2.9	10.6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-10.4	nan	nan	-4.523234116	9.2	-2.4	90.8	-0.7
200730	MAP3K1	nan	nan	nan	nan	nan	nan	nan	nan	nan	-36.5	nan	-9.3	nan	56.3	nan	51.1	nan	-29.2	nan	-33.3	nan	53.5	nan	nan	nan	nan	nan	-6.5	nan	2.793987227	28	58.8	78.3	88.6
200731	M3K2	nan	nan	nan	nan	nan	nan	nan	10.8	25.2	nan	2.1	nan	0.1	nan	60.4	nan	29.8	nan	-7.3	nan	24.4	nan	75.4	2.8	-14	-10.5	29.1	nan	-82.4	nan	nan	15.8	>95	nan
200732	"M3K2,MAP3K3"	nan	nan	nan	nan	nan	nan	11.7	3.1	3.4	10	-0.5	-3.8	-0.6	3.3	6.3	-3.7	25.3	-52.7	-18.6	-1.6	0.4	39.6	18	-12.5	6.4	12.9	1.2	-18.8	3.8	6.564957339	21.1	4.8	88.6	-16.8
200733	MAP3K3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-66.6	nan	nan
200734	MAP3K4	nan	nan	nan	nan	nan	nan	-21.8	nan	nan	17.3	20.9	1.5	-9.9	-4.3	-12.8	1.1	21	-9	6.6	-5.9	10.6	-23.3	-0.6	-16.5	8.7	6.1	-50.4	-16.2	3.7	-12.17088834	22.4	1.4	26.4	4.2
200735	"MAP3K5,MAP3K6,MAP3K7"	nan	nan	nan	nan	nan	nan	-6.1	21.9	25.5	10.2	nan	-11.2	nan	-6.3	nan	-2.7	nan	2	nan	3.2	nan	-13	nan	nan	nan	nan	2	-11.7	nan	nan	nan	nan	nan	nan
200736	"MAP3K7,TAK1"	nan	nan	nan	nan	nan	nan	86	5.4	15.6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-7.3	-4.5	10.7	2.2	nan	nan	80.23274866	nan	-0.7	>93	nan
200737	MARK1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200738	MARK2	nan	nan	nan	nan	nan	nan	nan	43.2	26.2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2	nan	nan	nan	nan	nan	nan	nan
200739	"MARK2,MARK3"	nan	nan	nan	nan	nan	nan	nan	10.7	-0.6	8.1	-5.2	-11.7	27.4	56.6	81.2	7.9	9.2	4.9	9.6	3.8	4	38.2	72.5	-6.7	3.1	-21.2	-9.7	-44.8	1.4	nan	-28.5	-61.6	63	6.2
200740	MARK3	nan	nan	nan	nan	nan	nan	0.2	10.6	23	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-6.9	1.5	-19.8	5.8	nan	nan	45.65066563	12.2	39.8	92.7	-11.1
200741	"MAST1,MAST2"	nan	nan	nan	nan	nan	nan	nan	27.5	26.4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-22.3	-22	-10.9	17.2	nan	nan	44.6017691	nan	-38.3	nan	nan
200742	"MAST2,MAST4"	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2.6	nan	-26.9	nan	-28.5	nan	6.1	nan	-7.9	nan	9.1	nan	-4.9	nan	3.6	0.6	5.6	nan	nan	nan	nan	nan	nan	nan	nan
200743	MAST3	nan	nan	nan	nan	nan	nan	10.6	30.8	24.6	-2.2	-2.1	3	1.7	6	14.7	-4.4	4.3	10.4	7	9.2	7.9	8.2	15.2	-3.3	0.5	-20.3	7.6	5.7	-7.8	38.94230574	-9.7	17.2	89	26.2
200744	MASTL	nan	nan	nan	nan	nan	nan	nan	-4.7	15.4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1	3.5	7.5	3.3	nan	nan	-0.462372082	nan	-2.5	>98	nan
200745	MASTL	nan	nan	nan	nan	nan	nan	nan	0.4	3.8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-14.3	nan	nan	nan	nan	nan	nan	nan
200746	MLK3	nan	nan	nan	nan	nan	nan	53.7	23.9	21.9	3	5.1	-29.8	25.2	-14.6	21.5	12.2	15.9	-12.3	6.2	-11.4	15.6	21.7	40.1	3.3	9.5	17.3	43.4	-3.5	6.5	23.92655716	nan	31.6	>96	nan
200747	MLKL	nan	nan	nan	nan	nan	nan	-7.5	-4.8	1.4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	14.7	9.9	3.3	-6.9	nan	nan	-9.773253141	nan	nan	73.3	nan
200748	MPSK1	nan	nan	nan	nan	nan	nan	3.8	nan	nan	39	36.7	-29	41.7	55.9	86.8	39.4	68.1	5.6	37.1	18.1	12.5	93.5	81.1	nan	nan	nan	-1.2	-21.3	-11.5	nan	nan	nan	nan	nan
200749	"MSK1,MSK2_domain1"	nan	nan	nan	nan	nan	nan	28	15.9	31.7	-1.1	nan	-4.3	nan	-2	nan	4.1	nan	-18.1	nan	-4.9	nan	14.4	nan	-5.6	2.5	7.4	11.7	-9.4	nan	nan	nan	nan	nan	nan
200750	MSK1_domain1	nan	nan	nan	nan	nan	nan	13.1	0.3	20.4	-90.3	nan	-30.7	nan	-27.9	nan	2.8	nan	-15.6	nan	-48.1	nan	-71.5	nan	-0.8	3.3	-18	7.8	-0.9	nan	68.94580584	nan	26	95.9	nan
200751	MST1	nan	nan	nan	nan	nan	nan	10.1	3.2	5.8	-9.3	0.4	9.4	0.4	15.9	27.8	-3.7	17.1	-9.3	4.5	-4.1	1.3	65.3	73.5	6.8	14.3	-8.5	6.9	-5.3	-12.6	72.11475904	-0.8	5.8	>95	-2.1
200752	MST1	nan	nan	nan	nan	nan	nan	nan	19	22.3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.4	nan	nan	nan	nan	nan	nan	nan
200753	"MST1,MST2"	nan	nan	nan	nan	nan	nan	18.3	14.8	9.7	nan	2.1	nan	3	nan	-3.5	nan	-33	nan	1.4	nan	-9.4	nan	39.1	5.6	9.6	3.9	-0.3	nan	-9.4	nan	nan	nan	nan	nan
200754	"MST1,MST2"	nan	nan	nan	nan	nan	nan	nan	24.6	29.1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.9	nan	nan	nan	nan	nan	nan	nan
200755	MST2	nan	nan	nan	nan	nan	nan	nan	4.6	-3.8	5	2.8	9.2	1.6	4.3	24.9	-5.3	5.6	-9.3	3.5	13.6	0	36.1	53	6.8	6.7	-10.6	4.8	-18.5	4.9	69.43794954	6.2	14.4	>99	0.9
200756	MST3	nan	nan	nan	nan	nan	nan	-5.1	6.9	19.3	-3.9	nan	-12.1	nan	7.9	nan	17.5	nan	-13.6	nan	-15.2	nan	15	nan	0.7	5.3	13.6	-16.5	-8.3	nan	18.65320599	12.4	-11.2	98.4	8.1
200757	MST3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.8	nan	nan	nan	nan	nan	nan	nan
200758	"MST3,MST4,YSK1"	nan	nan	nan	nan	nan	nan	nan	8.6	-1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.5	nan	nan	nan	nan	nan	nan	nan
200759	"MST4,YSK1"	nan	nan	nan	nan	nan	nan	-26	-14.2	-3.8	nan	4	nan	-15.3	nan	9.4	nan	25.8	nan	-9.5	nan	-0.5	nan	28.6	-1.1	12.2	17.4	-40.8	nan	-6	2.415665639	-8.4	-14.7	98	19
200760	NDR1	nan	nan	nan	nan	nan	nan	3.3	3.8	7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-8.5	-24.8	15.9	8.2	nan	nan	nan	-53.6	nan	nan	-12.4
200761	NDR1	nan	nan	nan	nan	nan	nan	nan	-1	8.5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-11.9	nan	nan	-10.83441048	nan	3.2	68.4	nan
200762	NDR1	nan	nan	nan	nan	nan	nan	nan	-8.1	-12	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.3	nan	nan	nan	nan	nan	nan	nan
200763	"NDR1,NDR2"	nan	nan	nan	nan	nan	nan	nan	13.2	9.9	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-11.8	nan	nan	nan	nan	nan	nan	nan
200764	NDR2	nan	nan	nan	nan	nan	nan	nan	4.5	20.1	nan	2.8	nan	2.6	nan	12.7	nan	13.3	nan	-2.8	nan	-5.5	nan	36.3	2.6	-16.6	13.4	-10.6	nan	-0.5	nan	nan	nan	nan	nan
200765	NDR2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-3	-2.1	-2.2	nan	nan	nan	15.82928254	8.2	4.9	58.1	-7.5
200766	NDR2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200767	NEK1	nan	nan	nan	nan	nan	nan	-0.7	1.6	14.9	-16.5	nan	-19.6	nan	0	nan	-19.6	nan	-23.1	nan	-15.9	nan	3.4	nan	-4.2	3.9	2.7	-1.4	-0.3	nan	-1.58568263	nan	32.4	47.3	nan
200768	"NEK6,NEK7"	nan	nan	nan	nan	nan	nan	20.3	7.4	2.6	-0.4	11.4	1.4	2.6	-2.6	-12.5	-2.8	6.5	-14.7	4.4	0	9.1	-17.2	-24.3	10.7	18	18.5	6.7	-8.7	-7.4	80.11625409	14.5	-23	24.5	13
200769	NEK7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200770	NEK7	nan	nan	nan	nan	nan	nan	-26.1	16.5	-5.4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4	17.2	19.6	10.4	nan	nan	13.39474166	-54.2	-3.5	-12.8	1.6
200771	NEK8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.9	nan	19.9	nan	-28	nan	10.6	nan	14.9	nan	4	nan	-31.6	-8.2	17.1	-1.8	nan	nan	-4.5	nan	nan	44.9	42.2	nan
200772	NEK9	nan	nan	nan	nan	nan	nan	nan	-5.7	17.6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-5.9	nan	nan	nan	nan	nan	nan	nan
200773	NEK9	nan	nan	nan	nan	nan	nan	nan	3.8	17.1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.3	2.4	3.3	22.3	nan	nan	nan	nan	nan	nan	nan
200774	NEK9	nan	nan	nan	nan	nan	nan	-4	7.1	7	0.7	14.6	2.9	4.7	11.3	-6.2	-6	15.9	-9.4	14.5	-5.5	5.6	-7.5	-26.4	-11.3	6.8	10.6	13.9	-6.5	-7.8	6.109237062	6.9	63.7	50.1	0.5
200775	NEK9	nan	nan	nan	nan	nan	nan	nan	nan	nan	12.5	-3.7	-20.3	7.8	1.5	8.6	-19.5	30	-6.5	-9.3	-11.9	5	-5.2	3.4	1.5	0.8	18.2	nan	-20	10.3	nan	nan	nan	nan	nan
200776	OSR1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-6.2	3.2	9.1	-42.2	nan	nan	nan	nan	14	60.5	nan
200777	"p38d,p38g"	nan	nan	nan	nan	nan	nan	10.2	-8.2	-3.2	-0.9	3.7	-37.3	-18.2	-25.3	14.6	-8.8	-5.8	-11.2	-10	-13	6.1	-12.6	-10.2	1.1	9.7	9.9	-28.1	-4.8	-17.9	-19.3162333	-36.6	18	93.3	57.6
200778	KS6B1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-41.3	nan	nan	nan	nan	nan	nan	nan
200779	KS6B1	nan	nan	nan	nan	nan	nan	-1	-20	-14.2	0.2	-3.7	-30.4	26.1	-25.8	-16.9	9.6	2.1	-22.1	2.4	-2.3	4.6	-7.1	14	-17	-22.3	11.4	11.7	-19.9	-10.2	-38.92208432	-47.3	-44.8	62.1	-16.9
200780	"p70S6K,p70S6Kb"	nan	nan	nan	nan	nan	nan	nan	-6.9	-11.3	nan	-6.2	nan	-6	nan	-3.3	nan	5.3	nan	-8.2	nan	-7.3	nan	-1.6	1.6	13	14	12.7	nan	-6.5	nan	nan	nan	nan	nan
200781	KS6B2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200782	KS6B2	nan	nan	nan	nan	nan	nan	4.2	12.5	29.5	6.5	nan	-26	nan	-30.9	nan	10.9	nan	-13	nan	-13.2	nan	-8	nan	nan	nan	nan	2.5	-10.1	nan	11.66978738	nan	-63.9	nan	nan
200783	CDK16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-37.9	nan	-12.2	nan	4.2	nan	2.7	nan	-7.6	nan	17.9	nan	-11.1	7.3	10.6	18.4	nan	nan	-9.4	nan	nan	nan	nan	nan
200784	PCTAIRE2	nan	nan	nan	nan	nan	nan	nan	-7.1	9.1	-22.5	nan	-22	nan	8.8	nan	-6.6	nan	-24.8	nan	-24.6	nan	-37.3	nan	-7.4	-1.8	7.3	-22.8	-5	nan	nan	nan	nan	nan	nan
200785	"PCTAIRE2,PCTAIRE3"	nan	nan	nan	nan	nan	nan	nan	12.6	14.7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-13.2	-11.7	14	8.5	nan	nan	48.6543645	nan	27.3	>96	nan
200786	"PCTAIRE2,PCTAIRE3"	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200787	CDK14	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.2	nan	-22.4	nan	-2.9	nan	14.6	nan	-7.8	nan	-6.6	nan	1.1	-8.7	-4.2	-9.1	nan	nan	3	5.779507948	21.9	7.3	>90	94.2
200788	PHKg2	nan	nan	nan	nan	nan	nan	2.7	7	5.1	nan	7.2	nan	20.8	nan	-15.1	nan	2.4	nan	11.3	nan	-3.1	nan	1.9	-21.2	-26.2	-5.4	86.5	nan	6.1	nan	nan	nan	75.9	nan
200789	"PI4KA,PI4KAP2"	nan	nan	nan	nan	nan	nan	13.7	-18	30.4	6.5	12.4	-22.7	8.6	17.2	10.8	30.8	6.8	-2.8	17.1	6	4.8	23.7	33.9	nan	nan	nan	-20.1	0.2	0.6	24.34946034	nan	-40.2	90.5	nan
200790	PI4KB	nan	nan	nan	nan	nan	nan	nan	nan	nan	18.7	-11.4	-20.8	18.4	-6.6	15.9	-25	31.7	-17.4	-1.3	14.2	7	-5.8	0.2	2.1	0.4	36.6	nan	-7	0.4	17.19335431	14.1	17.3	>98	-10.6
200791	PI4KB	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-14.1	-12.1	39.9	-7.3	nan	nan	nan	nan	nan	nan	nan
200792	PIK3C3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7	8	36.7	nan	nan	nan	nan	nan	nan	nan	nan
200793	PIK3C3	nan	nan	nan	nan	nan	nan	16.3	12.9	>85	14.3	nan	-5.7	nan	36.3	nan	27.9	nan	74.4	nan	4.9	nan	26.6	nan	-5.7	-12.4	30.8	12.2	nan	nan	16.30307471	-7.6	-8.8	90	-6.5
200794	PIK3CA	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	34.5	nan	nan	nan	nan	nan	nan	nan
200795	PIK3CB	nan	nan	nan	nan	nan	nan	nan	14.5	80.3	nan	53	nan	-82.1	nan	85.2	nan	54.1	nan	-8.7	nan	-69.6	nan	-25.3	-3.4	3.4	37.5	-8.7	nan	-0.3	72.91535072	nan	-47.4	nan	nan
200796	PIK3CD	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200797	PIP4K2A	nan	nan	nan	nan	nan	nan	-2.6	-9.2	2.4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-3.4	-0.5	12.7	-3.1	nan	nan	1.431006714	0.2	20.3	48.7	14.4
200798	PI42C	nan	nan	nan	nan	nan	nan	-4.7	14.7	52.7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-14.7	-15	20.3	23.4	nan	nan	nan	nan	nan	nan	nan
200799	PI42C	nan	nan	nan	nan	nan	nan	9.6	14.2	54.7	25.2	41.8	-15.1	27.6	73.4	84.2	83	76.9	1.1	16.2	3.6	10.9	60.5	76.2	-7.4	-29.8	12.1	36.5	38.8	38.6	nan	-87.5	-107.5	>97	-9.5
200800	PIP5K3	nan	nan	nan	nan	nan	nan	-22.6	9.6	50.8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	14.1	65.2	91.2	27.7	nan	nan	16.9153075	-1.5	-11.6	86.6	16.9
200801	PITSLRE	nan	nan	nan	nan	nan	nan	3.2	16.4	18.4	nan	3	nan	6.3	nan	15.7	nan	3.8	nan	17.4	nan	1.6	nan	-8.6	2.8	-7.3	-0.5	0	nan	4.2	56.00029971	7.1	-25.6	91.2	9.8
200802	"PKCa,PKCb"	nan	nan	nan	nan	nan	nan	1.5	4.1	-30.3	nan	-5.6	nan	-3.9	nan	16.1	nan	-3.9	nan	-27.9	nan	-12.7	nan	16.5	nan	nan	nan	-3.3	nan	nan	nan	nan	nan	nan	nan
200803	KPCT	nan	nan	nan	nan	nan	nan	-7.2	-15.1	-15.7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200804	PKD1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200805	"PKD1,PKD2"	nan	nan	nan	nan	nan	nan	8.4	7.9	2.5	19.1	nan	4.6	nan	-16.8	nan	34.5	nan	15.6	nan	4.2	nan	18.2	nan	nan	nan	nan	22.3	nan	nan	nan	12.3	nan	nan	-4.5
200806	PKD2	nan	nan	nan	nan	nan	nan	nan	4.7	15.4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.9	nan	nan	nan	nan	nan	nan	nan
200807	PKD3	nan	nan	nan	nan	nan	nan	nan	7.3	0.5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-20.7	-12.5	-33.3	34.8	nan	nan	nan	-34.5	nan	nan	13.5
200808	PKN2	nan	nan	nan	nan	nan	nan	-29.8	-10.7	-3.7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	13	0.8	-5.5	-3.8	nan	nan	nan	nan	nan	>92	nan
200809	PKR	nan	nan	nan	nan	nan	nan	-1.4	12.8	10.9	-9.2	2.1	-0.2	0.8	-16.1	-22	-5.4	8.4	-19.2	1.7	-11.5	4.6	-9.5	-38.5	-3.2	10	12.2	13.6	0.6	-6.6	30.38830724	4	8.2	25.9	-14.7
200810	PLK1	nan	nan	nan	nan	nan	nan	3.4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-12.5	-14.4	3.8	16.2	nan	nan	62.6437156	21.1	-26.4	86.3	-14.3
200811	PRKACB	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-8	5.6	-10.9	nan	nan	nan	nan	nan	nan	nan	nan
200812	PRPK	nan	nan	nan	nan	nan	nan	6.3	14.9	25.7	6.5	8.3	-15.2	6.8	1.8	-11.8	-3.8	2.4	-2.9	17.9	-2.4	9.7	-11.6	-16.3	30.6	25.8	24	-5.5	11.9	-12.2	21.65950495	nan	0.8	73.5	nan
200813	RAF1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-13.4	8.5	76.2	nan	nan	nan	nan	nan	-91.3	nan	nan
200814	"ROCK1,ROCK2"	nan	nan	nan	nan	nan	nan	0.2	-25.8	-48	nan	-10.3	nan	10.7	nan	-19.7	nan	-1.5	nan	-4.7	nan	-11	nan	6	-18.5	-12.8	-23.6	-3.7	nan	20.4	nan	-59.2	nan	nan	-19.9
200815	"RSK1,RSK2,RSK3_domain1"	nan	nan	nan	nan	nan	nan	9.7	6.4	-6.3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7	3.3	0.6	86.2	nan	nan	62.49165532	nan	-14.8	98.5	nan
200816	"RSK1,RSK2_domain1"	nan	nan	nan	nan	nan	nan	nan	30.1	23.6	16.5	nan	9.6	nan	12.1	nan	20.9	nan	-9	nan	30.3	nan	28.2	nan	-2.7	-1.4	3.2	83.1	13.6	nan	nan	nan	nan	nan	nan
200817	RSK1_domain1	nan	nan	nan	nan	nan	nan	nan	5	2.9	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	87.9	nan	nan	nan	nan	nan	nan	nan
200818	RSK1_domain1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200819	RSK1_domain2	nan	nan	nan	nan	nan	nan	2.9	13.3	-7.4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-8.3	3.5	0.1	74.9	nan	nan	82.27910142	-3.5	16.7	94.1	-7.9
200820	RSK2_domain1	nan	nan	nan	nan	nan	nan	nan	6.3	7.1	-5.3	nan	-10.3	nan	24.3	nan	23.9	nan	-27.9	nan	-2.5	nan	61.2	nan	nan	nan	nan	81.3	-7.1	nan	nan	nan	nan	nan	nan
200821	RSK2_domain2	nan	nan	nan	nan	nan	nan	4.3	1.1	-14.3	nan	68.2	nan	-3	nan	47.5	nan	23.6	nan	64.4	nan	27.9	nan	34.1	-0.4	15.2	7.9	55.1	nan	28.5	nan	14.1	1.3	>97	1.7
200822	RSK2_domain2	nan	nan	nan	nan	nan	nan	nan	11.4	8.3	34.5	70	-7.8	-2.2	18	54.3	16.9	26.4	27.9	70.1	-9.2	22.4	14.8	49.7	-16	-15.5	2.9	60.4	14.1	15.9	nan	nan	nan	nan	nan
200823	RSK2_domain2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200824	RSK3_domain1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	33.74739647	nan	-14.5	nan	nan
200825	RSKL1_domain1	nan	nan	nan	nan	nan	nan	nan	17.1	29.2	35.7	nan	31.3	nan	9.2	nan	-401.7	nan	-131.3	nan	-20.2	nan	-23.2	nan	-23	-18.7	6.7	3.9	-207.2	nan	51.34744349	nan	-29.7	-41.3	nan
200826	SGK3	nan	nan	nan	nan	nan	nan	6.8	-0.8	17.8	-6	nan	-5.3	nan	3.3	nan	4.8	nan	-13.9	nan	-8.8	nan	-8.8	nan	-7.6	3.1	7.8	-2.2	-8	nan	-3.700314175	5.5	nan	91.5	-12.6
