#1.3																												
494	28	0	3																									
id	10uM HG-6-64-01 (A-375)	10uM Torin1 (HeLa)	10uM Torin2 (HeLa)	10uM XMD11-50 (HeLa)	10uM XMD11-50 (PC-3)	10uM XMD11-85h (HeLa)	10uM XMD11-85h (PC-3)	10uM XMD16-144 (HeLa)	10uM XMD16-144 (PC-3)	10uM JWE-035 (HeLa)	10uM JWE-035 (PC-3)	10uM XMD8-85 (HeLa)	10uM XMD8-85 (PC-3)	10uM XMD8-92 (HeLa)	10uM XMD8-92 (PC-3)	10uM XMD-12 (HeLa)	10uM XMD-12 (PC-3)	0.05uM NVP-BHG712 (PC-3)	0.5uM NVP-BHG712 (PC-3)	5uM NVP-BHG712 (PC-3)	10uM CH5424802 (HeLa)	10uM NPK76-II-72-1 (HeLa)	10uM NPK76-II-72-1 (PC-3)	1uM QL-X-138 (BCWM.1)	1uM Ibrutinib (Ramos (RA 1))	1uM BX795 (NGP)	1uM OTSSP167 (MDA-MB-468)	1uM DCC-2036 (Ramos (RA 1))
KCC4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-3	-38.6	93.3	33.9
KHS1	35	4.65	13.7	nan	-7.4	nan	-8.6	nan	-0.1	nan	5.5	nan	-17.9	nan	-7.6	nan	25.3	-2.9	-7.9	1.3	34.8	nan	0.3	-0.477114387	14.5	5.1	51.5	-13
KKCC1	nan	-3.8	-7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	91.2	nan	nan	nan	nan	-5.4	nan	nan
KPCI	nan	14.7	-14.9	20	nan	-10.5	nan	-20.5	nan	9.4	nan	-10.4	nan	4.3	nan	-50.8	nan	nan	nan	nan	13.4	nan	nan	nan	19.2	nan	nan	-16
KPCT	-7.2	-15.1	-15.7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
KS6B1	-1	-20	-14.2	0.2	-3.7	-30.4	26.1	-25.8	-16.9	9.6	2.1	-22.1	2.4	-2.3	4.6	-7.1	14	-17	-22.3	11.4	-14.8	-19.9	-10.2	-38.92208432	-47.3	-44.8	62.1	-16.9
KS6B2	4.2	12.5	29.5	6.5	nan	-26	nan	-30.9	nan	10.9	nan	-13	nan	-13.2	nan	-8	nan	nan	nan	nan	2.5	-10.1	nan	11.66978738	nan	-63.9	nan	nan
KSR1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	52.54874503	nan	9.4	nan	nan
KSR1+KSR2	nan	nan	nan	13.9	nan	1.9	nan	-14.4	nan	-48.5	nan	-0.8	nan	2.6	nan	-2.4	nan	nan	nan	nan	nan	-26.5	nan	8.27219181	nan	23.7	nan	nan
LATS1	15.4	25.2	29.2	5.2	nan	-11	nan	-1	nan	-8.8	nan	-3	nan	0.4	nan	-36	nan	-3.2	-7.2	5.1	4.5	-22.5	nan	26.42303305	nan	7.3	92.4	nan
LATS2	nan	3.9	18.15	8.4	nan	-18	nan	-10.3	nan	11.5	nan	-13.5	nan	-11.5	nan	-22.6	nan	-18	-21.6	-33	0.1	-6.7	nan	28.03028261	nan	nan	95	nan
LCK	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	26.15622742	-2.6	nan	nan	75.4
LKB1	nan	nan	nan	-5.1	6.5	-13	1.6	5	32.7	-1.4	9.7	-11.2	6.5	-8.3	7.3	-4.5	-8.5	0.2	4.5	9.5	nan	-8.7	-14.1	14.63647065	-6.9	8.7	87.6	-2.5
LOK	22.5	13.75	27.05	10.15	1	-13.45	15.65	25.5	27.3	38.05	31.85	-3.75	-2.3	2.65	5.5	51.05	63.25	2.3	1.75	14.7	41.8	27.35	17.1	-21.24010057	-60.1	-42.1	98	63
LRRK2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	45.4508605	nan	nan	nan	nan
LYN	96.8	-2.8	6	13.6	nan	4.8	nan	14.3	nan	25.7	nan	-34.8	nan	-6	nan	51.7	nan	nan	nan	nan	66.7	-15.2	nan	61.37351181	-36.8	-12.8	nan	85.15
M3K12	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-18.4	nan	nan
M3K13	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.3	nan	nan
M3K2	nan	11.35	17.2	nan	-23.1	nan	-18.65	nan	60.95	nan	42.85	nan	-26.5	nan	10.5	nan	70.95	-8	-22.6	-18.65	25.85	nan	-38.35	nan	nan	15.8	95	nan
M3K2+MAP3K3	11.7	3.1	3.4	10	-0.5	-3.8	-0.6	3.3	6.3	-3.7	25.3	-52.7	-18.6	-1.6	0.4	39.6	18	-12.5	6.4	12.9	1.2	-18.8	3.8	6.564957339	21.1	4.8	88.6	-16.8
M3K6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-6.3	38.7	nan
M4K3	nan	nan	nan	nan	8.2	nan	4.7	nan	44.1	nan	18	nan	-2.9	nan	3.9	nan	61.9	8.1	7.8	4.6	nan	nan	10.4	nan	nan	7.7	97.9	nan
MAP2K1	12.7	12.4	10.5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.6	nan	nan	nan	-41.4	-21.7	98	-11.8
MAP2K1+MAP2K2	16.6	2.9	-4.75	-8.5	8.5	-6	-16.1	-6.4	-5	2.5	-4.3	-12.1	-7.5	-11.6	0	-20	-7.5	2.6	8.1	11.9	2.1	-17.5	4.1	7.910761282	-8.8	9.3	98.5	0.4
MAP2K3	15.6	13	8.4	0	-2.3	-11.9	4.7	-8	8.3	-1.6	7.9	-2.2	-3	8.3	1.5	-11.9	1.6	0.35	-0.6	28.65	5.2	-16.6	-12.7	8.464981447	7.1	4.9	95.2	-10.2
MAP2K4	-26.5	11.8	13.5	nan	-15.95	nan	9.8	nan	1.9	nan	-2	nan	-8.45	nan	4.55	nan	2.75	3.8	5.3	5.35	-2.8	nan	-10	8.146709089	7.6	0	88.2	-8.7
MAP2K5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-14.1	-5.6	6	nan	nan	nan	-9.160888835	31.2	-44.7	nan	4.9
MAP2K6	-4	13.9	8.5	9.5	-5.95	-3.2	14.95	-5.5	-11.6	2.6	9.55	-1.2	4.35	2.1	4.5	-10.4	-0.35	-4.2	0.5	10.6	-0.6	-47.1	-2.75	-39.73473579	11.3	6.1	97.5	-2.1
MAP3K1	nan	nan	nan	-36.5	nan	-9.3	nan	56.3	nan	51.1	nan	-29.2	nan	-33.3	nan	53.5	nan	nan	nan	nan	nan	-6.5	nan	2.793987227	28	58.8	78.3	88.6
MAP3K3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-66.6	nan	nan
MAP3K4	-21.8	nan	nan	17.3	20.9	1.5	-9.9	-4.3	-12.8	1.1	21	-9	6.6	-5.9	10.6	-23.3	-0.6	-16.5	8.7	6.1	-50.4	-16.2	3.7	-12.17088834	22.4	1.4	26.4	4.2
MAP3K5	-9.4	16.7	5.3	3.7	nan	-6.3	nan	2.1	nan	-1.1	nan	-12.2	nan	-9.7	nan	1.8	nan	8.9	15.3	7.9	-3.1	-9.9	nan	0.729091186	-9.5	6.3	85.2	9.8
MAP3K5+MAP3K6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.1	8.9	-6.1	nan	nan	nan	nan	nan	nan	nan	nan
MAP3K5+MAP3K6+MAP3K7	-6.1	21.9	25.5	10.2	nan	-11.2	nan	-6.3	nan	-2.7	nan	2	nan	3.2	nan	-13	nan	nan	nan	nan	2	-11.7	nan	nan	nan	nan	nan	nan
MAP3K7+TAK1	86	5.4	15.6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-7.3	-4.5	10.7	2.2	nan	nan	80.23274866	nan	-0.7	93	nan
MAPKAPK3	nan	nan	nan	25.2	nan	6	nan	11.8	nan	-0.7	nan	-15.8	nan	15.1	nan	-6.2	nan	-9.3	-2.2	13.7	nan	-4.1	nan	nan	nan	nan	nan	nan
MARK1	nan	7.5	20.8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.7	nan	nan	nan	nan	nan	nan	nan
MARK1+MARK2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	25.8	nan	nan	-16.2
MARK2	nan	43.2	26.2	nan	-13.9	nan	8.8	nan	75.9	nan	4.2	nan	-3.9	nan	-4.9	nan	45.8	-7.7	-13.6	-18.4	2	nan	-24.7	nan	nan	nan	nan	nan
MARK2+MARK3	nan	10.7	-0.6	8.1	-5.2	-11.7	27.4	56.6	81.2	7.9	9.2	4.9	9.6	3.8	4	38.2	72.5	-6.7	3.1	-21.2	-9.7	-44.8	1.4	nan	-28.5	-61.6	63	6.2
MARK3	0.2	10.6	23	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-6.9	1.5	-19.8	5.8	nan	nan	45.65066563	12.2	39.8	92.7	-11.1
MARK3+MARK4	nan	nan	nan	nan	-0.8	nan	1.2	nan	81.2	nan	25.5	nan	-5.9	nan	-17.9	nan	64.2	-13.2	-9.3	-27.7	nan	nan	28.9	3.114402142	nan	33.8	98	nan
MARK4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	81.6	97	nan
MAST1+MAST2	nan	27.5	26.4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-22.3	-22	-10.9	17.2	nan	nan	44.6017691	nan	-38.3	nan	nan
MAST2+MAST4	nan	nan	nan	-2.6	nan	-26.9	nan	-28.5	nan	6.1	nan	-7.9	nan	9.1	nan	-4.9	nan	3.6	0.6	5.6	nan	nan	nan	nan	nan	nan	nan	nan
MAST3	10.6	30.8	24.6	-2.2	-2.1	3	1.7	6	14.7	-4.4	4.3	10.4	7	9.2	7.9	8.2	15.2	-3.3	0.5	-20.3	7.6	5.7	-7.8	38.94230574	-9.7	17.2	89	26.2
MASTL	-4.2	0.4	15.4	14	nan	-2	nan	26.9	nan	4.4	nan	-12	nan	8.9	nan	7	nan	-1	3.5	7.5	1.2	-52.9	nan	6.805749634	9.3	5.8	98	-2.9
MELK	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.7	nan	nan
MER+TYRO3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.734337363	nan	nan	nan	nan
MET	-0.9	nan	nan	nan	-9.1	nan	33.1	nan	28.7	nan	-19.95	nan	16.5	nan	-7.55	nan	18.85	18.3	14.4	54.8	-5	nan	-4.3	nan	nan	-16	96	nan
MK09	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	44.1	nan
MK11	nan	nan	nan	nan	26.3	nan	-4.2	nan	4.7	nan	-14.7	nan	6.3	nan	8.8	nan	31.8	-24.1	-85.7	-114.2	nan	nan	-46.2	-14.71831467	nan	nan	nan	nan
MK14	97.3	-9.8	33.1	-3.7	11.4	-2.2	0.5	4	-30	7.9	-5.9	-19.8	-2.9	4.1	13.3	-2.7	-5	26.8	47.4	44.3	-13.5	-19	-24.1	-14.64078062	-68.4	12.6	nan	69.6
MLK1+MLKL	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.3	7.1	-8.5	nan	nan	nan	nan	nan	-24.7	93	nan
MLK3	53.7	23.9	21.9	3	5.1	-29.8	25.2	-14.6	21.5	12.2	15.9	-12.3	6.2	-11.4	15.6	21.7	40.1	3.3	9.5	17.3	43.4	-3.5	6.5	23.92655716	nan	31.6	96	nan
MLK4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.7	13.1	9.7	nan	nan	nan	2.53306578	nan	10.6	nan	nan
MLKL	-7.5	-4.8	1.4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	14.7	9.9	3.3	-6.9	nan	nan	-9.773253141	nan	nan	73.3	nan
MLTK	89.2	-14.6	24.1	8.5	3	-37.6	8.5	17	26.2	-5.5	12.5	-11.5	0.3	-0.8	10.9	11.4	15.8	49.9	92.5	91	-2.9	-31.1	-11.3	nan	28.3	45.2	98	80.7
MP2K2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-51.7	nan	nan
MP2K7	nan	2.9	10.6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-10.4	nan	nan	-4.523234116	9.2	-2.4	90.8	-0.7
MPSK1	3.8	nan	nan	39	36.7	-29	41.7	55.9	86.8	39.4	68.1	5.6	37.1	18.1	12.5	93.5	81.1	nan	nan	nan	-1.2	-21.3	-11.5	nan	nan	nan	nan	nan
MRCKb	-6	nan	nan	nan	-8.45	nan	8.75	nan	-6.8	nan	6	nan	14.2	nan	-6.8	nan	-14.95	-4.4	-6.85	6.9	nan	nan	-11.9	nan	nan	nan	nan	nan
MSK1 (Domain 1)	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
MSK1 domain1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-14.2	7	10	nan	nan	nan	nan	nan	nan	nan	nan
MSK1+MSK2_domain1	28	15.9	31.7	-1.1	nan	-4.3	nan	-2	nan	4.1	nan	-18.1	nan	-4.9	nan	14.4	nan	-5.6	2.5	7.4	11.7	-9.4	nan	nan	nan	nan	nan	nan
MSK1_domain1	13.1	0.3	20.4	-90.3	nan	-30.7	nan	-27.9	nan	2.8	nan	-15.6	nan	-48.1	nan	-71.5	nan	-0.8	3.3	-18	7.8	-0.9	nan	68.94580584	nan	26	95.9	nan
MSK2 domain1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-3.1	4.6	-13.9	nan	nan	nan	75.02278898	nan	23.7	92.9	nan
MST1	10.1	11.1	14.05	-9.3	0.4	9.4	0.4	15.9	27.8	-3.7	17.1	-9.3	4.5	-4.1	1.3	65.3	73.5	6.8	14.3	-8.5	2.75	-5.3	-12.6	72.11475904	-0.8	5.8	95	-2.1
MST1+MST2	18.3	14.8	9.7	nan	2.1	nan	3	nan	-3.5	nan	-33	nan	1.4	nan	-9.4	nan	39.1	5.6	9.6	3.9	0.9	nan	-9.4	nan	nan	nan	nan	nan
MST2	nan	4.6	-3.8	5	2.8	9.2	1.6	4.3	24.9	-5.3	5.6	-9.3	3.5	13.6	0	36.1	53	6.8	6.7	-10.6	4.8	-18.5	4.9	69.43794954	6.2	14.4	99	0.9
MST3	-5.1	6.9	19.3	-3.9	nan	-12.1	nan	7.9	nan	17.5	nan	-13.6	nan	-15.2	nan	15	nan	0.7	5.3	13.6	-3.85	-8.3	nan	18.65320599	12.4	-11.2	98.4	8.1
MST3+MST4+YSK1	nan	8.6	-1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.5	nan	nan	nan	nan	nan	nan	nan
MST4	nan	4.9	22.8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.3	nan	nan	nan	nan	-13.5	93	nan
MST4+YSK1	-26	-0.4	8.85	nan	4	nan	-15.3	nan	9.4	nan	25.8	nan	-9.5	nan	-0.5	nan	28.6	-1.1	12.2	17.4	-16.6	nan	-6	2.415665639	-8.4	-14.7	98	19
MYO3A+MYO3B	nan	nan	nan	5	nan	26.4	nan	-7.1	nan	-4.9	nan	-40.4	nan	-19.5	nan	-1.3	nan	nan	nan	nan	nan	nan	nan	-5.839890611	nan	nan	nan	nan
NDR1	3.3	-1	7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-8.5	-24.8	15.9	6.3	nan	nan	-10.83441048	-53.6	3.2	68.4	-12.4
NDR1+NDR2	nan	13.2	9.9	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-11.8	nan	nan	nan	nan	nan	nan	nan
NDR2	nan	4.5	20.1	nan	2.8	nan	2.6	nan	12.7	nan	13.3	nan	-2.8	nan	-5.5	nan	36.3	-0.2	-9.35	5.6	-10.6	nan	-0.5	15.82928254	8.2	4.9	58.1	-7.5
NEK1	-0.7	1.6	14.9	-16.5	nan	-19.6	nan	0	nan	-19.6	nan	-23.1	nan	-15.9	nan	3.4	nan	-4.2	3.9	2.7	-1.4	-0.3	nan	-1.58568263	nan	32.4	47.3	nan
NEK2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.565871129	nan	-1.2	61.1	nan
NEK3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-7.9	21.7	22.4	4.6
NEK4	0.2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.4	11.7	12.3	-16.6	nan	nan	0.546315941	nan	-28.7	58.2	nan
NEK6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
NEK6+NEK7	20.3	16.55	10.7	-0.4	11.4	1.4	2.6	-2.6	-12.5	-2.8	6.5	-14.7	4.4	0	9.1	-17.2	-24.3	10.7	18	18.5	12.3	-8.7	-7.4	80.11625409	14.5	-23	24.5	13
NEK7	-26.1	16.5	-5.4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4	17.2	19.6	10.4	nan	nan	13.39474166	-54.2	-3.5	-12.8	1.6
NEK8	nan	nan	nan	nan	1.9	nan	19.9	nan	-28	nan	10.6	nan	14.9	nan	4	nan	-31.6	-8.2	17.1	-1.8	nan	nan	-4.5	nan	nan	44.9	42.2	nan
NEK9	-4	3.8	17.1	6.6	5.45	-8.7	6.25	6.4	1.2	-12.75	22.95	-7.95	2.6	-8.7	5.3	-6.35	-11.5	-0.3	2.4	10.6	13.9	-13.25	1.25	6.109237062	6.9	63.7	50.1	0.5
NUAK1	nan	15.1	37.2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.2	nan	nan	nan	nan	67.1	96	nan
OSR1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-6.2	3.2	9.1	-2.7	nan	nan	nan	nan	14	60.5	nan
P4K2B	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.8	nan
PAK2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
PAN3	nan	3.1	1.1	1.6	nan	-10.7	nan	-12.8	nan	5.8	nan	-7.7	nan	-4.5	nan	-13.7	nan	nan	nan	nan	4.3	-19.2	nan	18.9426623	nan	-98.4	-21.3	nan
PCTAIRE2	nan	-7.1	9.1	-22.5	nan	-22	nan	8.8	nan	-6.6	nan	-24.8	nan	-24.6	nan	-37.3	nan	-7.4	-1.8	7.3	-22.8	-5	nan	nan	nan	nan	nan	nan
PCTAIRE2+PCTAIRE3	nan	12.6	14.7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-13.2	-11.7	14	8.5	nan	nan	48.6543645	nan	27.3	96	nan
PDHK1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	16.2	nan	nan
PDK1	nan	nan	nan	nan	11.6	nan	-2.9	nan	7.7	nan	12.1	nan	-22.6	nan	4.9	nan	-7.3	nan	nan	nan	nan	nan	22	0.44974939	nan	nan	nan	nan
PEK	-1.7	18.8	12.1	-18.8	-8.5	-19.1	17.7	-33.3	-9.1	2.8	12.6	-32.9	9.3	-1.4	5.1	-25.8	20	7.8	17.7	30.5	5.5	47.2	52.3	-37.85713069	nan	-26	70.9	nan
PHKg1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.9	15.7	16.5	nan	nan	nan	-32.35238072	nan	38.4	92	nan
PHKg2	2.7	7	5.1	nan	7.2	nan	20.8	nan	-15.1	nan	2.4	nan	11.3	nan	-3.1	nan	1.9	-21.2	-26.2	-5.4	86.5	nan	6.1	nan	nan	nan	75.9	nan
PI42C	2.45	14.45	53.7	25.2	35.5	-15.1	24.3	73.4	69.1	83	77.9	1.1	18.35	3.6	10.1	60.5	67.4	-7.4	-15	12.1	29.95	38.8	34.9	nan	-87.5	-107.5	97	-9.5
PI4KA+PI4KAP2	13.7	-18	30.4	6.5	12.4	-22.7	8.6	17.2	10.8	30.8	6.8	-2.8	17.1	6	4.8	23.7	33.9	nan	nan	nan	-20.1	0.2	0.6	24.34946034	nan	-40.2	90.5	nan
PI4KB	nan	nan	nan	18.7	-11.4	-20.8	18.4	-6.6	15.9	-25	31.7	-17.4	-1.3	14.2	7	-5.8	0.2	-6	-5.85	38.25	-7.3	-7	0.4	17.19335431	14.1	17.3	98	-10.6
PIK3C2B	16.5	16.3	49.2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.7	nan	nan	nan	nan	-125	nan	nan
PIK3C3	16.3	12.9	85	14.3	nan	-5.7	nan	36.3	nan	27.9	nan	74.4	nan	4.9	nan	26.6	nan	0.65	-2.2	33.75	12.2	nan	nan	16.30307471	-7.6	-8.8	90	-6.5
PIK3CA	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	34.5	nan	nan	nan	nan	nan	nan	nan
PIK3CB	nan	14.5	80.3	nan	53	nan	-82.1	nan	85.2	nan	54.1	nan	-8.7	nan	-69.6	nan	-25.3	-3.4	3.4	37.5	-8.7	nan	-0.3	72.91535072	8.6	-47.4	nan	1.2
PIK3CD	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	27.19199431	-50.9	nan	nan	-3.3
PIK3CG	nan	nan	nan	-10	nan	-25.6	nan	14.3	nan	10.2	nan	-13.4	nan	-15.8	nan	5.4	nan	nan	nan	nan	nan	-2.3	nan	72.28109903	nan	nan	nan	nan
PIK4CB	-58.2	32.6	81.3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.2	nan	nan	nan	nan	nan	nan	nan
PIP4K2A	-2.6	-9.2	2.4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-3.4	-0.5	12.7	-3.1	nan	nan	1.431006714	0.2	20.3	48.7	14.4
PIP4K2A+PIP4K2B	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
PIP4K2B	-37.8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	26.7	2.1	21.8	-38.9	nan	nan	nan	nan	3.2	nan	nan
PIP5K3	-22.6	9.6	50.8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	14.1	65.2	91.2	27.7	nan	nan	16.9153075	-1.5	-11.6	86.6	16.9
PITSLRE	3.2	16.4	18.4	nan	3	nan	6.3	nan	15.7	nan	3.8	nan	17.4	nan	1.6	nan	-8.6	2.8	-7.3	-0.5	0	nan	4.2	56.00029971	7.1	-25.6	91.2	9.8
PKCa+PKCb	1.5	4.1	-30.3	nan	-5.6	nan	-3.9	nan	16.1	nan	-3.9	nan	-27.9	nan	-12.7	nan	16.5	nan	nan	nan	-3.3	nan	nan	nan	nan	nan	nan	nan
PKCd	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
PKCh	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
PKCz	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
PKD1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
PKD1+PKD2	8.4	7.9	2.5	19.1	nan	4.6	nan	-16.8	nan	34.5	nan	15.6	nan	4.2	nan	18.2	nan	nan	nan	nan	22.3	nan	nan	nan	12.3	nan	nan	-4.5
PKD2	nan	4.7	15.4	6.6	nan	-24.7	28.4	-8.8	31	-31.1	60.9	-1.2	nan	7.6	nan	5	33.2	nan	nan	nan	8.9	-11.2	nan	8.570666538	13.2	nan	82.7	-16.8
PKD3	nan	7.3	0.5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-20.7	-12.5	-33.3	34.8	nan	nan	nan	-34.5	-76.7	98	13.5
PKMYT1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	65.8	nan
PKN1	19	nan	nan	22.8	nan	33.8	nan	-5	nan	-10	nan	-20.5	nan	17.4	nan	-20.6	nan	-14.4	-6.5	-11.1	-3.9	-31.6	nan	33.72111723	7.6	nan	95.8	-85.5
PKN2	-29.8	-10.7	-3.7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	13	0.8	-5.5	-3.8	nan	nan	nan	nan	nan	92	nan
PKR	-1.4	-0.35	9.3	-9.2	2.1	-0.2	0.8	-16.1	-22	-5.4	8.4	-19.2	1.7	-11.5	4.6	-9.5	-38.5	-3.2	10	12.2	12.7	0.6	-6.6	30.38830724	4	8.2	25.9	-14.7
PLK1	1.5	24.55	25.6	42	nan	26.3	nan	-0.9	nan	-1.2	nan	2.6	nan	9	nan	10.9	nan	-1.1	5.95	7.3	-2.55	nan	nan	62.6437156	21.1	-26.4	86.3	-14.3
