	('meanTotalCellCountBeforeTreatment 0',)	('meanTotalCellCountAfterTreatment 1',)	('meanTotalControlCellCount 2',)	('meanRelativeCellCountAfterTreatment 3',)	('meanRelativeGrowthRateAfterTreatment 4',)
('327895 1179', 'smSalt: 101', 'smName: BX-912', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	915.0	3124.0	0.29306	0.063835
('327896 1180', 'smSalt: 102', 'smName: Canertinib', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	2750.0	3124.0	0.88013	0.84126
('327897 1181', 'smSalt: 101', 'smName: Celastrol', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	618.0	3124.0	0.19779	-0.062323
('327898 1182', 'smSalt: 101', 'smName: CGP60474', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	376.0	3124.0	0.12034	-0.16489
('327899 1183', 'smSalt: 101', 'smName: CGP60474', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	292.0	3124.0	0.093454	-0.20049
('327900 1184', 'smSalt: 101', 'smName: CHIR-99021', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	2756.0	3124.0	0.88226	0.84409
('327901 1185', 'smSalt: 101', 'smName: CP724714', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	3008.0	3124.0	0.96281	0.95075
('327902 1186', 'smSalt: 101', 'smName: CP466722', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	3075.0	3124.0	0.98436	0.97929
('327903 1187', 'smSalt: 101', 'smName: Crizotinib', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	1616.0	3124.0	0.51741	0.36093
('327904 1188', 'smSalt: 101', 'smName: CYT387', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	1850.0	3124.0	0.59209	0.45982
('327905 1189', 'smSalt: 101', 'smName: Dasatinib', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	482.0	3124.0	0.15426	-0.11996
('327906 1190', 'smSalt: 101', 'smName: Dasatinib', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	416.0	3124.0	0.13335	-0.14765
('327907 1191', 'smSalt: 101', 'smName: Dovitinib', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	1140.0	3124.0	0.36485	0.15891
('327908 1192', 'smSalt: 101', 'smName: Enzastaurin', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	3135.0	3124.0	1.0033	1.0044
('327909 1193', 'smSalt: 101', 'smName: Erlotinib', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	2852.0	3124.0	0.91277	0.88449
('327910 1194', 'smSalt: 101', 'smName: Foretinib', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	796.0	3124.0	0.25486	0.013259
('327911 1195', 'smSalt: 101', 'smName: R406', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	1840.0	3124.0	0.58899	0.45573
('327912 1196', 'smSalt: 101', 'smName: GDC-0941', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	1368.0	3124.0	0.43782	0.25554
('327913 1197', 'smSalt: 101', 'smName: Gefitinib', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	3049.0	3124.0	0.97593	0.96813
('327914 1198', 'smSalt: 101', 'smName: Geldanamycin', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	603.0	3124.0	0.19299	-0.06868
('327915 1199', 'smSalt: 101', 'smName: Geldanamycin', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	578.0	3124.0	0.18499	-0.079275
('327916 1200', 'smSalt: 101', 'smName: GSK1059615', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	528.0	3124.0	0.16909	-0.10033
('327917 1201', 'smSalt: 101', 'smName: GSK1059615', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	1028.0	3124.0	0.32912	0.11159
('327918 1202', 'smSalt: 101', 'smName: GSK1904529A', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	2849.0	3124.0	0.91203	0.8835
('327919 1203', 'smSalt: 101', 'smName: GSK2126458', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	405.0	3124.0	0.12973	-0.15246
('327920 1204', 'smSalt: 101', 'smName: GSK 690693', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	2076.0	3124.0	0.66463	0.55589
('327921 1205', 'smSalt: 101', 'smName: GW843682', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	392.0	3124.0	0.12557	-0.15796
('327922 1206', 'smSalt: 101', 'smName: HG-5-113-01', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	894.0	3124.0	0.28623	0.054793
('327923 1207', 'smSalt: 101', 'smName: HG-5-88-01', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	2620.0	3124.0	0.83852	0.78617
('327924 1208', 'smSalt: 103', 'smName: Imatinib', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	3256.0	3124.0	1.0421	1.0557
('327925 1209', 'smSalt: 101', 'smName: JNK-9L', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	863.0	3124.0	0.2762	0.041513
('327926 1210', 'smSalt: 101', 'smName: JW-7-24-1', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	1466.0	3124.0	0.4693	0.29722
('327927 1211', 'smSalt: 104', 'smName: Lapatinib', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	3033.0	3124.0	0.9707	0.9612
('327928 1212', 'smSalt: 102', 'smName: LDN-193189', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	1493.0	3124.0	0.47783	0.30852
('327929 1213', 'smSalt: 101', 'smName: Linifanib', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	2958.0	3124.0	0.94681	0.92956
('327930 1214', 'smSalt: 101', 'smName: Linsitinib', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	3097.0	3124.0	0.9914	0.98861
('327931 1215', 'smSalt: 102', 'smName: Mitoxantrone', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	189.0	3124.0	0.060596	-0.244
('327932 1216', 'smSalt: 102', 'smName: Mitoxantrone', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	212.0	3124.0	0.068063	-0.23411
('327933 1217', 'smSalt: 102', 'smName: MK2206', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	2014.0	3124.0	0.64458	0.52933
('327934 1218', 'smSalt: 101', 'smName: Neratinib', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	1654.0	3124.0	0.52946	0.3769
('327935 1219', 'smSalt: 101', 'smName: Nilotinib', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	3516.0	3124.0	1.1253	1.1659
('327936 1220', 'smSalt: 101', 'smName: BIBF-1120', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	1601.0	3124.0	0.5125	0.35443
('327937 1221', 'smSalt: 101', 'smName: NU7441', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	1975.0	3124.0	0.63231	0.51308
('327938 1222', 'smSalt: 101', 'smName: BEZ235', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	853.0	3124.0	0.27321	0.037558
('327939 1223', 'smSalt: 101', 'smName: NVP-TAE684', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	891.0	3124.0	0.28516	0.05338
('327940 1224', 'smSalt: 101', 'smName: PD0332991', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	1511.0	3124.0	0.4838	0.31643
('327941 1225', 'smSalt: 101', 'smName: PD0325901', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	877.0	3124.0	0.28068	0.047447
('327942 1226', 'smSalt: 101', 'smName: PD0325901', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	831.0	3124.0	0.26596	0.027951
('327943 1227', 'smSalt: 101', 'smName: PD173074', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	2334.0	3124.0	0.74699	0.66495
('327944 1228', 'smSalt: 101', 'smName: PD184352', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	1573.0	3124.0	0.50343	0.34243
('327945 1229', 'smSalt: 101', 'smName: Pelitinib', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	2021.0	3124.0	0.64703	0.53258
('327946 1230', 'smSalt: 101', 'smName: PF431396', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	921.0	3124.0	0.29476	0.066095
('327947 1231', 'smSalt: 101', 'smName: PF477736', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	532.0	3124.0	0.17048	-0.098489
('327948 1232', 'smSalt: 101', 'smName: PF562271', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	1526.0	3124.0	0.4885	0.32265
('327949 1233', 'smSalt: 101', 'smName: PHA-665752', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	2945.0	3124.0	0.94254	0.92391
('327950 1234', 'smSalt: 101', 'smName: PHA-793887', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	619.0	3124.0	0.19822	-0.061758
('327951 1235', 'smSalt: 101', 'smName: PI103', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	709.0	3124.0	0.22691	-0.023755
('327952 1236', 'smSalt: 101', 'smName: PLX-4720', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	3306.0	3124.0	1.0583	1.0772
('327953 1237', 'smSalt: 101', 'smName: QL-X-138', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	1463.0	3124.0	0.46834	0.29595
('327954 1238', 'smSalt: 101', 'smName: QL-XII-47', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	1207.0	3124.0	0.3864	0.18745
('327955 1239', 'smSalt: 101', 'smName: Radicicol', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	920.0	3124.0	0.29466	0.065954
('327956 1240', 'smSalt: 101', 'smName: Radicicol', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	865.0	3124.0	0.27684	0.042361
('327957 1241', 'smSalt: 101', 'smName: (R)- Roscovitine', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	3092.0	3124.0	0.9898	0.98649
('327958 1242', 'smSalt: 105', 'smName: Ruxolitinib', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	2778.0	3124.0	0.8892	0.85327
('327959 1243', 'smSalt: 101', 'smName: XL147', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	2876.0	3124.0	0.92067	0.89495
('327960 1244', 'smSalt: 101', 'smName: Saracatinib', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	1957.0	3124.0	0.62644	0.50531
('327961 1245', 'smSalt: 101', 'smName: Selumetinib', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	1361.0	3124.0	0.43558	0.25258
('327962 1246', 'smSalt: 101', 'smName: Rapamycin', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	1851.0	3124.0	0.59262	0.46053
('327963 1247', 'smSalt: 101', 'smName: Sorafenib', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	3770.0	3124.0	1.2066	1.2736
('327964 1248', 'smSalt: 101', 'smName: SU11274', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	2548.0	3124.0	0.81569	0.75593
('327965 1249', 'smSalt: 101', 'smName: TG 101348', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	1001.0	3124.0	0.32037	0.1
('327966 1250', 'smSalt: 101', 'smName: TGX221', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	1568.0	3124.0	0.50183	0.34031
('327967 1251', 'smSalt: 101', 'smName: Torin1', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	698.0	3124.0	0.22361	-0.028134
('327968 1252', 'smSalt: 101', 'smName: Torin2', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	495.0	3124.0	0.15853	-0.11431
('327969 1253', 'smSalt: 101', 'smName: Tozasertib', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	770.0	3124.0	0.24654	0.0022394
('327970 1254', 'smSalt: 101', 'smName: Trametinib', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	1001.0	3124.0	0.32058	0.10028
('327971 1255', 'smSalt: 101', 'smName: TWS119', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	2298.0	3124.0	0.73558	0.64984
('327972 1256', 'smSalt: 101', 'smName: PLX4032', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	3014.0	3124.0	0.96473	0.95329
('327973 1257', 'smSalt: 101', 'smName: Withaferin A', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	605.0	3124.0	0.19363	-0.067832
('327974 1258', 'smSalt: 101', 'smName: Withaferin A', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	593.0	3124.0	0.18989	-0.072777
('327975 1259', 'smSalt: 101', 'smName: WYE-125132', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	875.0	3124.0	0.28025	0.046882
('327976 1260', 'smSalt: 101', 'smName: WZ3105', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	412.0	3124.0	0.13186	-0.14963
('327977 1261', 'smSalt: 101', 'smName: XMD11-50', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	1520.0	3124.0	0.48669	0.32025
('327978 1262', 'smSalt: 102', 'smName: Y39983', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	2018.0	3124.0	0.64586	0.53103
('327979 1263', 'smSalt: 101', 'smName: YM 201636', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	765.0	2090.0	3124.0	0.6689	0.56154
('327980 1264', 'smSalt: 101', 'smName: ZSTK474', 'clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	765.0	1087.0	3124.0	0.348	0.13659
('327981 1265', 'smSalt: 101', 'smName: Afatinib', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	765.0	491.0	3124.0	0.15714	-0.11615
('327982 1266', 'smSalt: 101', 'smName: Sigma A6730', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	765.0	1264.0	3124.0	0.40465	0.21161
('327983 1267', 'smSalt: 101', 'smName: Flavopiridol', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	765.0	374.0	3124.0	0.1197	-0.16573
('327984 1268', 'smSalt: 101', 'smName: AT-7519', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	765.0	266.0	3124.0	0.085239	-0.21137
('327985 1269', 'smSalt: 101', 'smName: AZD 5438', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	765.0	401.0	3124.0	0.12845	-0.15415
('327986 1270', 'smSalt: 101', 'smName: AZD-6482', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	765.0	1071.0	3124.0	0.34288	0.12981
('327987 1271', 'smSalt: 101', 'smName: AZD7762', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	765.0	315.0	3124.0	0.10081	-0.19074
('327988 1272', 'smSalt: 101', 'smName: AZD8055', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	765.0	510.0	3124.0	0.16344	-0.10781
('327989 1273', 'smSalt: 101', 'smName: AZD8330', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	765.0	916.0	3124.0	0.29338	0.064258
('327990 1274', 'smSalt: 101', 'smName: AZD1152-HQPA', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	765.0	863.0	3124.0	0.27631	0.041655
('327991 1275', 'smSalt: 101', 'smName: BI-2536', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	765.0	401.0	3124.0	0.12834	-0.15429
('327992 1276', 'smSalt: 102', 'smName: BMS345541', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	765.0	349.0	3124.0	0.1117	-0.17633
('327993 1277', 'smSalt: 101', 'smName: BMS-387032', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	765.0	399.0	3124.0	0.12791	-0.15486
('327994 1278', 'smSalt: 101', 'smName: GDC-0980', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	765.0	728.0	3124.0	0.2331	-0.015561
('327995 1279', 'smSalt: 101', 'smName: NVP-AEW541', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	765.0	647.0	3124.0	0.20707	-0.050032
('327996 1280', 'smSalt: 101', 'smName: SB590885', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	765.0	1092.0	3124.0	0.3496	0.13871
('327997 1281', 'smSalt: 101', 'smName: PIK-93', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	765.0	685.0	3124.0	0.21923	-0.033927
('327998 1282', 'smSalt: 101', 'smName: KIN001-043', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	765.0	1194.0	3124.0	0.38214	0.1818
('327999 1283', 'smSalt: 101', 'smName: BYL719', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	765.0	1757.0	3124.0	0.56232	0.42041
('328000 1284', 'smSalt: 101', 'smName: NVP-AUY922', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	765.0	690.0	3124.0	0.22094	-0.031666
('328001 1285', 'smSalt: 101', 'smName: A443654', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	765.0	269.0	3124.0	0.086199	-0.21009
('328002 1286', 'smSalt: 102', 'smName: OSI-027', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	765.0	882.0	3124.0	0.28239	0.049707
('328003 1287', 'smSalt: 101', 'smName: XMD11-85h', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	765.0	1235.0	3124.0	0.39537	0.19932
('328004 1288', 'smSalt: 101', 'smName: HG-6-64-01', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	765.0	174.0	3124.0	0.055902	-0.25022
('328005 1289', 'smSalt: 101', 'smName: WH-4-025', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	765.0	226.0	3124.0	0.072331	-0.22846
('328006 1290', 'smSalt: 101', 'smName: WZ-4-145', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	765.0	713.0	3124.0	0.22841	-0.021777
('328007 1291', 'smSalt: 101', 'smName: XMD16-144', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	765.0	361.0	3124.0	0.11554	-0.17124
('328008 1292', 'smSalt: 101', 'smName: Brivanib', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	765.0	2616.0	3124.0	0.83746	0.78475
('328009 1293', 'smSalt: 101', 'smName: NVP-BKM120', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	765.0	331.0	3124.0	0.10594	-0.18396
('328010 1294', 'smSalt: 101', 'smName: BX-912', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	765.0	415.0	3124.0	0.13293	-0.14822
('328011 1295', 'smSalt: 102', 'smName: Canertinib', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	765.0	240.0	3124.0	0.077025	-0.22224
('328012 1296', 'smSalt: 101', 'smName: Celastrol', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	765.0	461.0	3124.0	0.14754	-0.12886
('328013 1297', 'smSalt: 101', 'smName: CGP60474', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	765.0	428.0	3124.0	0.13698	-0.14285
('328014 1298', 'smSalt: 101', 'smName: CGP60474', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	765.0	218.0	3124.0	0.06977	-0.23185
('328015 1299', 'smSalt: 101', 'smName: CHIR-99021', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	765.0	1478.0	3124.0	0.47314	0.3023
('328016 1300', 'smSalt: 101', 'smName: CP724714', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	765.0	2647.0	3124.0	0.84717	0.79761
('328017 1301', 'smSalt: 101', 'smName: CP466722', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	765.0	2615.0	3124.0	0.83703	0.78419
('328018 1302', 'smSalt: 101', 'smName: Crizotinib', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	765.0	662.0	3124.0	0.21187	-0.043674
('328019 1303', 'smSalt: 101', 'smName: CYT387', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	765.0	754.0	3124.0	0.24132	-0.004683
('328020 1304', 'smSalt: 101', 'smName: Dasatinib', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	765.0	480.0	3124.0	0.15373	-0.12067
('328021 1305', 'smSalt: 101', 'smName: Dasatinib', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	765.0	354.0	3124.0	0.1133	-0.17421
('328022 1306', 'smSalt: 101', 'smName: Dovitinib', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	765.0	1157.0	3124.0	0.37051	0.1664
('328023 1307', 'smSalt: 101', 'smName: Enzastaurin', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	765.0	3043.0	3124.0	0.9739	0.96544
('328024 1308', 'smSalt: 101', 'smName: Erlotinib', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	765.0	1776.0	3124.0	0.56862	0.42874
('328025 1309', 'smSalt: 101', 'smName: Foretinib', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	765.0	302.0	3124.0	0.096654	-0.19625
('328026 1310', 'smSalt: 101', 'smName: R406', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	765.0	646.0	3124.0	0.20696	-0.050173
('328027 1311', 'smSalt: 101', 'smName: GDC-0941', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	765.0	1063.0	3124.0	0.34021	0.12628
('328028 1312', 'smSalt: 101', 'smName: Gefitinib', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	765.0	2677.0	3124.0	0.85677	0.81032
('328029 1313', 'smSalt: 101', 'smName: Geldanamycin', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	765.0	344.0	3124.0	0.11031	-0.17817
('328030 1314', 'smSalt: 101', 'smName: Geldanamycin', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	765.0	410.0	3124.0	0.13133	-0.15034
('328031 1315', 'smSalt: 101', 'smName: GSK1059615', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	765.0	590.0	3124.0	0.18893	-0.074048
('328032 1316', 'smSalt: 101', 'smName: GSK1059615', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	765.0	698.0	3124.0	0.22339	-0.028417
('328033 1317', 'smSalt: 101', 'smName: GSK1904529A', 'clName: Hs 578T', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	765.0	2905.0	3124.0	0.92984	0.9071
