	('totalCellCountBeforeTreatment 0',)	('totalCellCountAfterTreatment 1',)	('totalControlCellCount 2',)	('relativeCellCountAfterTreatment 3',)	('relativeGrowthRateAfterTreatment 4',)
('GSK1059615 2223', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: C06')	929.0	2931.0	3228.0	0.90797	0.87078
('GSK1059615 2224', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: C06')	929.0	2967.0	3228.0	0.91913	0.88644
('GSK1059615 2225', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: C06')	929.0	3024.0	3228.0	0.93678	0.91123
('GSK1904529A 2226', 'smCenterCompoundID: 10134', 'smSalt: 101', 'smLincsID: LSM-1134', 'smName: GSK1904529A', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: H24')	929.0	3118.0	3228.0	0.9659	0.95212
('GSK1904529A 2227', 'smCenterCompoundID: 10134', 'smSalt: 101', 'smLincsID: LSM-1134', 'smName: GSK1904529A', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: H24')	929.0	3136.0	3228.0	0.97148	0.95995
('GSK1904529A 2228', 'smCenterCompoundID: 10134', 'smSalt: 101', 'smLincsID: LSM-1134', 'smName: GSK1904529A', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: H24')	929.0	3253.0	3228.0	1.0077	1.0108
('GSK2126458 2229', 'smCenterCompoundID: 10146', 'smSalt: 101', 'smLincsID: LSM-1147', 'smName: GSK2126458', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: N06')	929.0	1314.0	3228.0	0.40706	0.16737
('GSK2126458 2230', 'smCenterCompoundID: 10146', 'smSalt: 101', 'smLincsID: LSM-1147', 'smName: GSK2126458', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: N06')	929.0	1520.0	3228.0	0.47087	0.25698
('GSK2126458 2231', 'smCenterCompoundID: 10146', 'smSalt: 101', 'smLincsID: LSM-1147', 'smName: GSK2126458', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: N06')	929.0	1394.0	3228.0	0.43184	0.20217
('GSK 690693 2232', 'smCenterCompoundID: 10128', 'smSalt: 101', 'smLincsID: LSM-1128', 'smName: GSK 690693', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: F24')	929.0	2614.0	3228.0	0.80977	0.73288
('GSK 690693 2233', 'smCenterCompoundID: 10128', 'smSalt: 101', 'smLincsID: LSM-1128', 'smName: GSK 690693', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: F24')	929.0	2744.0	3228.0	0.85005	0.78943
('GSK 690693 2234', 'smCenterCompoundID: 10128', 'smSalt: 101', 'smLincsID: LSM-1128', 'smName: GSK 690693', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: F24')	929.0	2534.0	3228.0	0.78499	0.69808
('GW843682 2235', 'smCenterCompoundID: 10014', 'smSalt: 101', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B18')	929.0	3328.0	3228.0	1.031	1.0435
('GW843682 2236', 'smCenterCompoundID: 10014', 'smSalt: 101', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B18')	929.0	3264.0	3228.0	1.0111	1.0156
('GW843682 2237', 'smCenterCompoundID: 10014', 'smSalt: 101', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B18')	929.0	3118.0	3228.0	0.9659	0.95212
('HG-5-113-01 2238', 'smCenterCompoundID: 10015', 'smSalt: 101', 'smLincsID: LSM-5982', 'smName: HG-5-113-01', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B12')	929.0	3077.0	3228.0	0.9532	0.93429
('HG-5-113-01 2239', 'smCenterCompoundID: 10015', 'smSalt: 101', 'smLincsID: LSM-5982', 'smName: HG-5-113-01', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: B12')	929.0	3030.0	3228.0	0.93864	0.91384
('HG-5-113-01 2240', 'smCenterCompoundID: 10015', 'smSalt: 101', 'smLincsID: LSM-5982', 'smName: HG-5-113-01', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B12')	929.0	3105.0	3228.0	0.96188	0.94647
('HG-5-88-01 2241', 'smCenterCompoundID: 10016', 'smSalt: 101', 'smLincsID: LSM-5245', 'smName: HG-5-88-01', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A24')	929.0	3092.0	3228.0	0.95785	0.94081
('HG-5-88-01 2242', 'smCenterCompoundID: 10016', 'smSalt: 101', 'smLincsID: LSM-5245', 'smName: HG-5-88-01', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A24')	929.0	3110.0	3228.0	0.96343	0.94864
('HG-5-88-01 2243', 'smCenterCompoundID: 10016', 'smSalt: 101', 'smLincsID: LSM-5245', 'smName: HG-5-88-01', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A24')	929.0	3083.0	3228.0	0.95506	0.9369
('Imatinib 2244', 'smCenterCompoundID: 10023', 'smSalt: 103', 'smLincsID: LSM-1023', 'smName: Imatinib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: N18')	929.0	3131.0	3228.0	0.96993	0.95778
('Imatinib 2245', 'smCenterCompoundID: 10023', 'smSalt: 103', 'smLincsID: LSM-1023', 'smName: Imatinib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: N18')	929.0	3261.0	3228.0	1.0102	1.0143
('Imatinib 2246', 'smCenterCompoundID: 10023', 'smSalt: 103', 'smLincsID: LSM-1023', 'smName: Imatinib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: N18')	929.0	3301.0	3228.0	1.0226	1.0317
('JNK-9L 2247', 'smCenterCompoundID: 10100', 'smSalt: 101', 'smLincsID: LSM-36386', 'smName: JNK-9L', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: K24')	929.0	3205.0	3228.0	0.99286	0.98997
('JNK-9L 2248', 'smCenterCompoundID: 10100', 'smSalt: 101', 'smLincsID: LSM-36386', 'smName: JNK-9L', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: K24')	929.0	3414.0	3228.0	1.0576	1.0809
('JNK-9L 2249', 'smCenterCompoundID: 10100', 'smSalt: 101', 'smLincsID: LSM-36386', 'smName: JNK-9L', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: K24')	929.0	3380.0	3228.0	1.0471	1.0661
('JW-7-24-1 2250', 'smCenterCompoundID: 10019', 'smSalt: 101', 'smLincsID: LSM-5674', 'smName: JW-7-24-1', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B24')	929.0	3051.0	3228.0	0.94515	0.92298
('JW-7-24-1 2251', 'smCenterCompoundID: 10019', 'smSalt: 101', 'smLincsID: LSM-5674', 'smName: JW-7-24-1', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B24')	929.0	2916.0	3228.0	0.90333	0.86425
('JW-7-24-1 2252', 'smCenterCompoundID: 10019', 'smSalt: 101', 'smLincsID: LSM-5674', 'smName: JW-7-24-1', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B24')	929.0	3186.0	3228.0	0.98697	0.9817
('Lapatinib 2253', 'smCenterCompoundID: 10051', 'smSalt: 104', 'smLincsID: LSM-1051', 'smName: Lapatinib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M24')	929.0	3316.0	3228.0	1.0274	1.0385
('Lapatinib 2254', 'smCenterCompoundID: 10051', 'smSalt: 104', 'smLincsID: LSM-1051', 'smName: Lapatinib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M24')	929.0	3156.0	3228.0	0.97768	0.96865
('Lapatinib 2255', 'smCenterCompoundID: 10051', 'smSalt: 104', 'smLincsID: LSM-1051', 'smName: Lapatinib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M24')	929.0	3107.0	3228.0	0.9625	0.94734
('LDN-193189 2256', 'smCenterCompoundID: 10115', 'smSalt: 102', 'smLincsID: LSM-1115', 'smName: LDN-193189', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: G06')	929.0	3036.0	3228.0	0.9405	0.91645
('LDN-193189 2257', 'smCenterCompoundID: 10115', 'smSalt: 102', 'smLincsID: LSM-1115', 'smName: LDN-193189', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: G06')	929.0	3161.0	3228.0	0.97922	0.97083
('LDN-193189 2258', 'smCenterCompoundID: 10115', 'smSalt: 102', 'smLincsID: LSM-1115', 'smName: LDN-193189', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: G06')	929.0	3155.0	3228.0	0.97737	0.96822
('Linifanib 2259', 'smCenterCompoundID: 10182', 'smSalt: 101', 'smLincsID: LSM-1183', 'smName: Linifanib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: J12')	929.0	3132.0	3228.0	0.97024	0.95821
('Linifanib 2260', 'smCenterCompoundID: 10182', 'smSalt: 101', 'smLincsID: LSM-1183', 'smName: Linifanib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: J12')	929.0	3101.0	3228.0	0.96064	0.94473
('Linifanib 2261', 'smCenterCompoundID: 10182', 'smSalt: 101', 'smLincsID: LSM-1183', 'smName: Linifanib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: J12')	929.0	3271.0	3228.0	1.0133	1.0187
('Linsitinib 2262', 'smCenterCompoundID: 10135', 'smSalt: 101', 'smLincsID: LSM-1135', 'smName: Linsitinib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: O24')	929.0	3134.0	3228.0	0.97086	0.95908
('Linsitinib 2263', 'smCenterCompoundID: 10135', 'smSalt: 101', 'smLincsID: LSM-1135', 'smName: Linsitinib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: O24')	929.0	3183.0	3228.0	0.98604	0.9804
('Linsitinib 2264', 'smCenterCompoundID: 10135', 'smSalt: 101', 'smLincsID: LSM-1135', 'smName: Linsitinib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: O24')	929.0	3206.0	3228.0	0.99316	0.9904
('Mitoxantrone 2265', 'smCenterCompoundID: 10479', 'smSalt: 102', 'smLincsID: ', 'smName: Mitoxantrone', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: C24')	929.0	1327.0	3228.0	0.41108	0.17303
('Mitoxantrone 2266', 'smCenterCompoundID: 10479', 'smSalt: 102', 'smLincsID: ', 'smName: Mitoxantrone', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: C24')	929.0	1192.0	3228.0	0.36926	0.1143
('Mitoxantrone 2267', 'smCenterCompoundID: 10479', 'smSalt: 102', 'smLincsID: ', 'smName: Mitoxantrone', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: C24')	929.0	1358.0	3228.0	0.42069	0.18651
('Mitoxantrone 2268', 'smCenterCompoundID: 10479', 'smSalt: 102', 'smLincsID: ', 'smName: Mitoxantrone', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: C24')	929.0	1270.0	3228.0	0.39342	0.14823
('Mitoxantrone 2269', 'smCenterCompoundID: 10479', 'smSalt: 102', 'smLincsID: ', 'smName: Mitoxantrone', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: C24')	929.0	1335.0	3228.0	0.41356	0.17651
('Mitoxantrone 2270', 'smCenterCompoundID: 10479', 'smSalt: 102', 'smLincsID: ', 'smName: Mitoxantrone', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: C24')	929.0	1382.0	3228.0	0.42812	0.19695
('MK2206 2271', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: F06')	929.0	2903.0	3228.0	0.8993	0.8586
('MK2206 2272', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: F06')	929.0	2893.0	3228.0	0.8962	0.85425
('MK2206 2273', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: F06')	929.0	2985.0	3228.0	0.9247	0.89427
('Neratinib 2274', 'smCenterCompoundID: 10018', 'smSalt: 101', 'smLincsID: LSM-1018', 'smName: Neratinib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A18')	929.0	2939.0	3228.0	0.91045	0.87426
('Neratinib 2275', 'smCenterCompoundID: 10018', 'smSalt: 101', 'smLincsID: LSM-1018', 'smName: Neratinib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: A18')	929.0	2915.0	3228.0	0.90302	0.86382
('Neratinib 2276', 'smCenterCompoundID: 10018', 'smSalt: 101', 'smLincsID: LSM-1018', 'smName: Neratinib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A18')	929.0	2907.0	3228.0	0.90054	0.86034
('Nilotinib 2277', 'smCenterCompoundID: 10099', 'smSalt: 101', 'smLincsID: LSM-1099', 'smName: Nilotinib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: N18')	929.0	3569.0	3228.0	1.1056	1.1483
('Nilotinib 2278', 'smCenterCompoundID: 10099', 'smSalt: 101', 'smLincsID: LSM-1099', 'smName: Nilotinib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: N18')	929.0	3713.0	3228.0	1.1502	1.2109
('Nilotinib 2279', 'smCenterCompoundID: 10099', 'smSalt: 101', 'smLincsID: LSM-1099', 'smName: Nilotinib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: N18')	929.0	3616.0	3228.0	1.1202	1.1688
('BIBF-1120 2280', 'smCenterCompoundID: 10151', 'smSalt: 101', 'smLincsID: LSM-1152', 'smName: BIBF-1120', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: H06')	929.0	2938.0	3228.0	0.91014	0.87382
('BIBF-1120 2281', 'smCenterCompoundID: 10151', 'smSalt: 101', 'smLincsID: LSM-1152', 'smName: BIBF-1120', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: H06')	929.0	2897.0	3228.0	0.89744	0.85599
('BIBF-1120 2282', 'smCenterCompoundID: 10151', 'smSalt: 101', 'smLincsID: LSM-1152', 'smName: BIBF-1120', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: H06')	929.0	3008.0	3228.0	0.93183	0.90427
('NU7441 2283', 'smCenterCompoundID: 10061', 'smSalt: 101', 'smLincsID: LSM-1061', 'smName: NU7441', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: C12')	929.0	3242.0	3228.0	1.0043	1.0061
('NU7441 2284', 'smCenterCompoundID: 10061', 'smSalt: 101', 'smLincsID: LSM-1061', 'smName: NU7441', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: C12')	929.0	3188.0	3228.0	0.98759	0.98257
('NU7441 2285', 'smCenterCompoundID: 10061', 'smSalt: 101', 'smLincsID: LSM-1061', 'smName: NU7441', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: C12')	929.0	3151.0	3228.0	0.97613	0.96648
('BEZ235 2286', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: M18')	929.0	1572.0	3228.0	0.48698	0.2796
('BEZ235 2287', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: M18')	929.0	1491.0	3228.0	0.46189	0.24437
('BEZ235 2288', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: M18')	929.0	1625.0	3228.0	0.5034	0.30266
('NVP-TAE684 2289', 'smCenterCompoundID: 10024', 'smSalt: 101', 'smLincsID: LSM-1024', 'smName: NVP-TAE684', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: K18')	929.0	2873.0	3228.0	0.89001	0.84555
('NVP-TAE684 2290', 'smCenterCompoundID: 10024', 'smSalt: 101', 'smLincsID: LSM-1024', 'smName: NVP-TAE684', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: K18')	929.0	2850.0	3228.0	0.88288	0.83554
('NVP-TAE684 2291', 'smCenterCompoundID: 10024', 'smSalt: 101', 'smLincsID: LSM-1024', 'smName: NVP-TAE684', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: K18')	929.0	2910.0	3228.0	0.90147	0.86164
('PD0332991 2292', 'smCenterCompoundID: 10071', 'smSalt: 101', 'smLincsID: LSM-1071', 'smName: PD0332991', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: E18')	929.0	2318.0	3228.0	0.71808	0.60412
('PD0332991 2293', 'smCenterCompoundID: 10071', 'smSalt: 101', 'smLincsID: LSM-1071', 'smName: PD0332991', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: E18')	929.0	2338.0	3228.0	0.72427	0.61282
('PD0332991 2294', 'smCenterCompoundID: 10071', 'smSalt: 101', 'smLincsID: LSM-1071', 'smName: PD0332991', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: E18')	929.0	2283.0	3228.0	0.70724	0.58889
('PD0325901 2295', 'smCenterCompoundID: 10101', 'smSalt: 101', 'smLincsID: LSM-1101', 'smName: PD0325901', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: C06')	929.0	1833.0	3228.0	0.56783	0.39314
('PD0325901 2296', 'smCenterCompoundID: 10101', 'smSalt: 101', 'smLincsID: LSM-1101', 'smName: PD0325901', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: C06')	929.0	1810.0	3228.0	0.56071	0.38313
('PD0325901 2297', 'smCenterCompoundID: 10101', 'smSalt: 101', 'smLincsID: LSM-1101', 'smName: PD0325901', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: C06')	929.0	1821.0	3228.0	0.56412	0.38792
('PD0325901 2298', 'smCenterCompoundID: 10101', 'smSalt: 101', 'smLincsID: LSM-1101', 'smName: PD0325901', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: E06')	929.0	1813.0	3228.0	0.56164	0.38444
('PD0325901 2299', 'smCenterCompoundID: 10101', 'smSalt: 101', 'smLincsID: LSM-1101', 'smName: PD0325901', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: E06')	929.0	1707.0	3228.0	0.5288	0.33833
('PD0325901 2300', 'smCenterCompoundID: 10101', 'smSalt: 101', 'smLincsID: LSM-1101', 'smName: PD0325901', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: E06')	929.0	1839.0	3228.0	0.56969	0.39575
('PD173074 2301', 'smCenterCompoundID: 10026', 'smSalt: 101', 'smLincsID: LSM-1026', 'smName: PD173074', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: I12')	929.0	2841.0	3228.0	0.88009	0.83162
('PD173074 2302', 'smCenterCompoundID: 10026', 'smSalt: 101', 'smLincsID: LSM-1026', 'smName: PD173074', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: I12')	929.0	2828.0	3228.0	0.87607	0.82597
('PD173074 2303', 'smCenterCompoundID: 10026', 'smSalt: 101', 'smLincsID: LSM-1026', 'smName: PD173074', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: I12')	929.0	2916.0	3228.0	0.90333	0.86425
('PD184352 2304', 'smCenterCompoundID: 10048', 'smSalt: 101', 'smLincsID: LSM-1048', 'smName: PD184352', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: L12')	929.0	2358.0	3228.0	0.73047	0.62152
