	('measuredProteinValue 0',)
(' 3882', 'clName: HCC1428', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pAkt')	168.7873117
(' 3883', 'clName: HCC1428', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pAkt')	167.157398
(' 3884', 'clName: HCC1428', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pAkt')	163.7478328
(' 3885', 'clName: HCC1428', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	176.0952286
(' 3886', 'clName: HCC1428', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	154.7885705
(' 3887', 'clName: HCC1428', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	139.015085
(' 3888', 'clName: HCC1428', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	139.7903985
(' 3889', 'clName: HCC1428', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	147.4659636
(' 3890', 'clName: HCC1428', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	149.7379896
(' 3891', 'clName: HCC1428', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	184.7386702
(' 3892', 'clName: HCC1428', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	82.83696906
(' 3893', 'clName: HCC1428', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	83.09881384
(' 3894', 'clName: HCC1428', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	86.74067229
(' 3895', 'clName: HCC1428', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	85.69468406
(' 3896', 'clName: HCC1428', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	84.74335168
(' 3897', 'clName: HCC1428', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	86.66572649
(' 3898', 'clName: HCC1428', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	262.0379519
(' 3899', 'clName: HCC1428', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	264.6381689
(' 3900', 'clName: HCC1428', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	237.0572551
(' 3901', 'clName: HCC1428', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	239.5329839
(' 3902', 'clName: HCC1428', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	266.2420266
(' 3903', 'clName: HCC1428', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	222.3097613
(' 3904', 'clName: HCC1428', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	177.5168077
(' 3905', 'clName: HCC1428', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pAkt')	168.2541629
(' 3906', 'clName: HCC1428', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pAkt')	165.6227279
(' 3907', 'clName: HCC1428', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pAkt')	165.5699334
(' 3908', 'clName: HCC1428', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pAkt')	168.2152516
(' 3909', 'clName: HCC1428', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	178.4175103
(' 3910', 'clName: HCC1428', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	177.3060219
(' 3911', 'clName: HCC1428', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	161.5315455
(' 3912', 'clName: HCC1428', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	150.2144128
(' 3913', 'clName: HCC1428', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	167.4416493
(' 3914', 'clName: HCC1428', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	169.9994186
(' 3915', 'clName: HCC1428', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	195.189158
(' 3916', 'clName: HCC1428', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	87.60382673
(' 3917', 'clName: HCC1428', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	90.73185393
(' 3918', 'clName: HCC1428', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	86.53283889
(' 3919', 'clName: HCC1428', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	92.97704487
(' 3920', 'clName: HCC1428', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	83.80783582
(' 3921', 'clName: HCC1428', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	87.40909643
(' 3922', 'clName: HCC1428', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	288.1753771
(' 3923', 'clName: HCC1428', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	264.9086942
(' 3924', 'clName: HCC1428', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	233.3888363
(' 3925', 'clName: HCC1428', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	251.5714324
(' 3926', 'clName: HCC1428', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	286.3706176
(' 3927', 'clName: HCC1428', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	259.0348498
(' 3928', 'clName: HCC1428', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	148.4881813
(' 3929', 'clName: HCC1428', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pAkt')	144.1480119
(' 3930', 'clName: HCC1428', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pAkt')	149.4559734
(' 3931', 'clName: HCC1428', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pAkt')	150.2379501
(' 3932', 'clName: HCC1428', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pAkt')	149.6578031
(' 3933', 'clName: HCC1428', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	152.1802194
(' 3934', 'clName: HCC1428', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	168.1329236
(' 3935', 'clName: HCC1428', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	139.8998615
(' 3936', 'clName: HCC1428', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	149.677262
(' 3937', 'clName: HCC1428', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	162.4096931
(' 3938', 'clName: HCC1428', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	156.106904
(' 3939', 'clName: HCC1428', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	157.4626167
(' 3940', 'clName: HCC1428', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	103.5504205
(' 3941', 'clName: HCC1428', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	8.341245727
(' 3942', 'clName: HCC1428', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	174.7790205
(' 3943', 'clName: HCC1428', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	51.89906111
(' 3944', 'clName: HCC1428', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	80.62537904
(' 3945', 'clName: HCC1428', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	82.96527531
(' 3946', 'clName: HCC1428', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	251.6762577
(' 3947', 'clName: HCC1428', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	337.2559544
(' 3948', 'clName: HCC1428', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	272.223035
(' 3949', 'clName: HCC1428', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	244.1653004
(' 3950', 'clName: HCC1428', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	246.5923356
(' 3951', 'clName: HCC1428', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	210.5250559
(' 3952', 'clName: HCC1428', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	162.854272
(' 3953', 'clName: HCC1428', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pAkt')	159.8369149
(' 3954', 'clName: HCC1428', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pAkt')	169.0150896
(' 3955', 'clName: HCC1428', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pAkt')	172.2304883
(' 3956', 'clName: HCC1428', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pAkt')	162.9789869
(' 3957', 'clName: HCC1428', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	165.5135227
(' 3958', 'clName: HCC1428', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	146.4790377
(' 3959', 'clName: HCC1428', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	135.1090029
(' 3960', 'clName: HCC1428', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	136.0368447
(' 3961', 'clName: HCC1428', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	159.7970032
(' 3962', 'clName: HCC1428', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	138.7408432
(' 3963', 'clName: HCC1428', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	156.5264359
(' 3964', 'clName: HCC1428', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	85.11708667
(' 3965', 'clName: HCC1428', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	8.341245727
(' 3966', 'clName: HCC1428', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	85.36363239
(' 3967', 'clName: HCC1428', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	76.82548634
(' 3968', 'clName: HCC1428', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	74.61275878
(' 3969', 'clName: HCC1428', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	81.97651998
(' 3970', 'clName: HCC1428', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	260.0160994
(' 3971', 'clName: HCC1428', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	276.1334337
(' 3972', 'clName: HCC1428', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	256.6031151
(' 3973', 'clName: HCC1428', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	231.5681401
(' 3974', 'clName: HCC1428', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	258.5172938
(' 3975', 'clName: HCC1428', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	228.9711147
(' 3976', 'clName: HCC1428', 'ppName: VEGF165', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	186.6291193
(' 3977', 'clName: HCC1428', 'ppName: VEGF165', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pAkt')	190.4812455
(' 3978', 'clName: HCC1428', 'ppName: VEGF165', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pAkt')	175.1538774
(' 3979', 'clName: HCC1428', 'ppName: VEGF165', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pAkt')	190.3734499
(' 3980', 'clName: HCC1428', 'ppName: VEGF165', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pAkt')	189.0903469
(' 3981', 'clName: HCC1428', 'ppName: VEGF165', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	183.9867463
(' 3982', 'clName: HCC1428', 'ppName: VEGF165', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	175.1604226
(' 3983', 'clName: HCC1428', 'ppName: VEGF165', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	170.0470174
(' 3984', 'clName: HCC1428', 'ppName: VEGF165', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	146.0942881
(' 3985', 'clName: HCC1428', 'ppName: VEGF165', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	155.7897194
(' 3986', 'clName: HCC1428', 'ppName: VEGF165', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	156.6216414
(' 3987', 'clName: HCC1428', 'ppName: VEGF165', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	156.0541911
(' 3988', 'clName: HCC1428', 'ppName: VEGF165', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	93.45387881
(' 3989', 'clName: HCC1428', 'ppName: VEGF165', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	97.29528761
(' 3990', 'clName: HCC1428', 'ppName: VEGF165', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	96.71386176
(' 3991', 'clName: HCC1428', 'ppName: VEGF165', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	103.929208
(' 3992', 'clName: HCC1428', 'ppName: VEGF165', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	100.7691759
(' 3993', 'clName: HCC1428', 'ppName: VEGF165', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	67.81394557
(' 3994', 'clName: HCC1428', 'ppName: VEGF165', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	276.3412785
(' 3995', 'clName: HCC1428', 'ppName: VEGF165', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	281.3444414
(' 3996', 'clName: HCC1428', 'ppName: VEGF165', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	270.759749
(' 3997', 'clName: HCC1428', 'ppName: VEGF165', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	251.1554037
(' 3998', 'clName: HCC1428', 'ppName: VEGF165', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	273.2180032
(' 3999', 'clName: HCC1428', 'ppName: VEGF165', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	304.3979731
(' 4000', 'clName: HCC1428', 'ppName: ', 'proteinLigandConcentration: 0', 'time: ', 'measuredProtein: pAkt')	170.2269378
(' 4001', 'clName: HCC1428', 'ppName: ', 'proteinLigandConcentration: 0', 'time: ', 'measuredProtein: pErk')	152.3598392
(' 4002', 'clName: HCC1428', 'ppName: ', 'proteinLigandConcentration: 0', 'time: ', 'measuredProtein: pJnk')	100.546939
(' 4003', 'clName: HCC1428', 'ppName: ', 'proteinLigandConcentration: 0', 'time: ', 'measuredProtein: pP38')	258.0440003
(' 4004', 'clName: HCC1500', 'ppName: BTC', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	190.1767994
(' 4005', 'clName: HCC1500', 'ppName: BTC', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pAkt')	207.3190599
(' 4006', 'clName: HCC1500', 'ppName: BTC', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pAkt')	184.5840329
(' 4007', 'clName: HCC1500', 'ppName: BTC', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pAkt')	188.9194876
(' 4008', 'clName: HCC1500', 'ppName: BTC', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pAkt')	189.6122832
(' 4009', 'clName: HCC1500', 'ppName: BTC', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	198.3078191
(' 4010', 'clName: HCC1500', 'ppName: BTC', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	1111.11519
(' 4011', 'clName: HCC1500', 'ppName: BTC', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	2593.681168
(' 4012', 'clName: HCC1500', 'ppName: BTC', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	403.0897934
(' 4013', 'clName: HCC1500', 'ppName: BTC', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	296.0349159
(' 4014', 'clName: HCC1500', 'ppName: BTC', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	287.0965496
(' 4015', 'clName: HCC1500', 'ppName: BTC', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	289.8150522
(' 4016', 'clName: HCC1500', 'ppName: BTC', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	145.8829752
(' 4017', 'clName: HCC1500', 'ppName: BTC', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	162.9739766
(' 4018', 'clName: HCC1500', 'ppName: BTC', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	148.4471818
(' 4019', 'clName: HCC1500', 'ppName: BTC', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	144.5142815
(' 4020', 'clName: HCC1500', 'ppName: BTC', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	139.6314798
(' 4021', 'clName: HCC1500', 'ppName: BTC', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	138.6034524
(' 4022', 'clName: HCC1500', 'ppName: BTC', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	424.4168053
(' 4023', 'clName: HCC1500', 'ppName: BTC', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	485.423619
(' 4024', 'clName: HCC1500', 'ppName: BTC', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	422.9517523
(' 4025', 'clName: HCC1500', 'ppName: BTC', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	417.1774669
(' 4026', 'clName: HCC1500', 'ppName: BTC', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	392.4456529
(' 4027', 'clName: HCC1500', 'ppName: BTC', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	418.5586827
(' 4028', 'clName: HCC1500', 'ppName: EFNA1', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	198.0000627
(' 4029', 'clName: HCC1500', 'ppName: EFNA1', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pAkt')	199.0699344
(' 4030', 'clName: HCC1500', 'ppName: EFNA1', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pAkt')	200.8019548
(' 4031', 'clName: HCC1500', 'ppName: EFNA1', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pAkt')	203.676874
(' 4032', 'clName: HCC1500', 'ppName: EFNA1', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pAkt')	192.4809613
(' 4033', 'clName: HCC1500', 'ppName: EFNA1', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	198.4672959
(' 4034', 'clName: HCC1500', 'ppName: EFNA1', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	248.6757796
(' 4035', 'clName: HCC1500', 'ppName: EFNA1', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	261.1669724
(' 4036', 'clName: HCC1500', 'ppName: EFNA1', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	281.5646377
(' 4037', 'clName: HCC1500', 'ppName: EFNA1', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	273.9658235
(' 4038', 'clName: HCC1500', 'ppName: EFNA1', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	248.8050516
(' 4039', 'clName: HCC1500', 'ppName: EFNA1', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	251.8245122
(' 4040', 'clName: HCC1500', 'ppName: EFNA1', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	160.7988743
(' 4041', 'clName: HCC1500', 'ppName: EFNA1', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	144.5030462
(' 4042', 'clName: HCC1500', 'ppName: EFNA1', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	158.1041299
(' 4043', 'clName: HCC1500', 'ppName: EFNA1', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	144.7165565
(' 4044', 'clName: HCC1500', 'ppName: EFNA1', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	146.9981937
(' 4045', 'clName: HCC1500', 'ppName: EFNA1', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	142.8458635
(' 4046', 'clName: HCC1500', 'ppName: EFNA1', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	449.6835447
(' 4047', 'clName: HCC1500', 'ppName: EFNA1', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	438.8600806
(' 4048', 'clName: HCC1500', 'ppName: EFNA1', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	453.7513552
(' 4049', 'clName: HCC1500', 'ppName: EFNA1', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	462.3986202
(' 4050', 'clName: HCC1500', 'ppName: EFNA1', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	432.8205271
(' 4051', 'clName: HCC1500', 'ppName: EFNA1', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	432.0222504
(' 4052', 'clName: HCC1500', 'ppName: EGF', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	197.7117801
(' 4053', 'clName: HCC1500', 'ppName: EGF', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pAkt')	202.0950579
(' 4054', 'clName: HCC1500', 'ppName: EGF', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pAkt')	200.2080233
(' 4055', 'clName: HCC1500', 'ppName: EGF', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pAkt')	216.5572243
(' 4056', 'clName: HCC1500', 'ppName: EGF', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pAkt')	253.4382238
(' 4057', 'clName: HCC1500', 'ppName: EGF', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	223.1847218
(' 4058', 'clName: HCC1500', 'ppName: EGF', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	239.8482912
(' 4059', 'clName: HCC1500', 'ppName: EGF', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	258.0753162
(' 4060', 'clName: HCC1500', 'ppName: EGF', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	241.1903826
(' 4061', 'clName: HCC1500', 'ppName: EGF', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	253.2440406
(' 4062', 'clName: HCC1500', 'ppName: EGF', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	240.527517
(' 4063', 'clName: HCC1500', 'ppName: EGF', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	263.7232239
(' 4064', 'clName: HCC1500', 'ppName: EGF', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	153.657587
(' 4065', 'clName: HCC1500', 'ppName: EGF', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	149.0639556
(' 4066', 'clName: HCC1500', 'ppName: EGF', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	151.952414
(' 4067', 'clName: HCC1500', 'ppName: EGF', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	138.6722373
(' 4068', 'clName: HCC1500', 'ppName: EGF', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	146.3701309
(' 4069', 'clName: HCC1500', 'ppName: EGF', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	145.9457691
(' 4070', 'clName: HCC1500', 'ppName: EGF', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	427.3926043
(' 4071', 'clName: HCC1500', 'ppName: EGF', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	412.0022332
(' 4072', 'clName: HCC1500', 'ppName: EGF', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	417.4790983
(' 4073', 'clName: HCC1500', 'ppName: EGF', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	409.5497217
(' 4074', 'clName: HCC1500', 'ppName: EGF', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	406.4392589
(' 4075', 'clName: HCC1500', 'ppName: EGF', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	420.9955709
(' 4076', 'clName: HCC1500', 'ppName: EPR', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	201.9139218
