	('meanTotalCellCountBeforeTreatment 0',)	('meanTotalCellCountAfterTreatment 1',)	('meanTotalControlCellCount 2',)	('meanRelativeCellCountAfterTreatment 3',)	('meanRelativeGrowthRateAfterTreatment 4',)
('PHA-665752 1003', 'smCenterCompoundID: 10125', 'smSalt: 101', 'smLincsID: LSM-1125', 'smName: PHA-665752', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	929.0	3263.0	3228.0	1.0109	1.0153
('PHA-793887 1004', 'smCenterCompoundID: 10073', 'smSalt: 101', 'smLincsID: LSM-1073', 'smName: PHA-793887', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	929.0	1593.0	3228.0	0.49359	0.28888
('PI103 1005', 'smCenterCompoundID: 10126', 'smSalt: 101', 'smLincsID: LSM-1126', 'smName: PI103', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	929.0	1354.0	3228.0	0.41965	0.18506
('PLX-4720 1006', 'smCenterCompoundID: 10049', 'smSalt: 101', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	929.0	3703.0	3228.0	1.1472	1.2067
('QL-X-138 1007', 'smCenterCompoundID: 10075', 'smSalt: 101', 'smLincsID: LSM-5803', 'smName: QL-X-138', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	929.0	2212.0	3228.0	0.68545	0.5583
('QL-XII-47 1008', 'smCenterCompoundID: 10077', 'smSalt: 101', 'smLincsID: LSM-6019', 'smName: QL-XII-47', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	929.0	2623.0	3228.0	0.81266	0.73694
('Radicicol 1009', 'smCenterCompoundID: 10480', 'smSalt: 101', 'smLincsID: ', 'smName: Radicicol', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	929.0	3180.0	3228.0	0.98511	0.97909
('Radicicol 1010', 'smCenterCompoundID: 10480', 'smSalt: 101', 'smLincsID: ', 'smName: Radicicol', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	929.0	3006.0	3228.0	0.93131	0.90355
('(R)- Roscovitine 1011', 'smCenterCompoundID: 10001', 'smSalt: 101', 'smLincsID: LSM-1001', 'smName: (R)- Roscovitine', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	929.0	3143.0	3228.0	0.97375	0.96314
('Ruxolitinib 1012', 'smCenterCompoundID: 10138', 'smSalt: 105', 'smLincsID: LSM-1139', 'smName: Ruxolitinib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	929.0	3162.0	3228.0	0.97953	0.97126
('XL147 1013', 'smCenterCompoundID: 10148', 'smSalt: 101', 'smLincsID: LSM-1149', 'smName: XL147', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	929.0	3202.0	3228.0	0.99203	0.98881
('Saracatinib 1014', 'smCenterCompoundID: 10032', 'smSalt: 101', 'smLincsID: LSM-1032', 'smName: Saracatinib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	929.0	2606.0	3228.0	0.8074	0.72954
('Selumetinib 1015', 'smCenterCompoundID: 10056', 'smSalt: 101', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	929.0	1748.0	3228.0	0.5415	0.35616
('Rapamycin 1016', 'smCenterCompoundID: 10052', 'smSalt: 101', 'smLincsID: LSM-1052', 'smName: Rapamycin', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	929.0	2179.0	3228.0	0.67512	0.5438
('Sorafenib 1017', 'smCenterCompoundID: 10008', 'smSalt: 101', 'smLincsID: LSM-1008', 'smName: Sorafenib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	929.0	3923.0	3228.0	1.2155	1.3026
('SU11274 1018', 'smCenterCompoundID: 10119', 'smSalt: 101', 'smLincsID: LSM-1119', 'smName: SU11274', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	929.0	3089.0	3228.0	0.95692	0.93951
('TG 101348 1019', 'smCenterCompoundID: 10141', 'smSalt: 101', 'smLincsID: LSM-1142', 'smName: TG 101348', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	929.0	2959.0	3228.0	0.91685	0.88325
('TGX221 1020', 'smCenterCompoundID: 10171', 'smSalt: 101', 'smLincsID: LSM-1172', 'smName: TGX221', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	929.0	2964.0	3228.0	0.9183	0.88528
('Torin1 1021', 'smCenterCompoundID: 10079', 'smSalt: 101', 'smLincsID: LSM-1079', 'smName: Torin1', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	929.0	1314.0	3228.0	0.40716	0.16752
('Torin2 1022', 'smCenterCompoundID: 10080', 'smSalt: 101', 'smLincsID: LSM-1080', 'smName: Torin2', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	929.0	1130.0	3228.0	0.35016	0.087475
('Tozasertib 1023', 'smCenterCompoundID: 10021', 'smSalt: 101', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	929.0	1386.0	3228.0	0.42936	0.19869
('Trametinib 1024', 'smCenterCompoundID: 10142', 'smSalt: 101', 'smLincsID: LSM-1143', 'smName: Trametinib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	929.0	1485.0	3228.0	0.46003	0.24176
('TWS119 1025', 'smCenterCompoundID: 10111', 'smSalt: 101', 'smLincsID: LSM-1111', 'smName: TWS119', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	929.0	3175.0	3228.0	0.98377	0.97721
('PLX4032 1026', 'smCenterCompoundID: 10068', 'smSalt: 101', 'smLincsID: LSM-1068', 'smName: PLX4032', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	929.0	3434.0	3228.0	1.064	1.0899
('Withaferin A 1027', 'smCenterCompoundID: 10481', 'smSalt: 101', 'smLincsID: ', 'smName: Withaferin A', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	929.0	3324.0	3228.0	1.0298	1.0419
('Withaferin A 1028', 'smCenterCompoundID: 10481', 'smSalt: 101', 'smLincsID: ', 'smName: Withaferin A', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	929.0	3294.0	3228.0	1.0206	1.029
('WYE-125132 1029', 'smCenterCompoundID: 10064', 'smSalt: 101', 'smLincsID: LSM-1064', 'smName: WYE-125132', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	929.0	1338.0	3228.0	0.4147	0.1781
('WZ3105 1030', 'smCenterCompoundID: 10084', 'smSalt: 101', 'smLincsID: LSM-5970', 'smName: WZ3105', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	929.0	866.0	3228.0	0.26848	-0.027222
('XMD11-50 1031', 'smCenterCompoundID: 10086', 'smSalt: 101', 'smLincsID: LSM-1086', 'smName: XMD11-50', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	929.0	2719.0	3228.0	0.8423	0.77855
('Y39983 1032', 'smCenterCompoundID: 10149', 'smSalt: 102', 'smLincsID: LSM-1150', 'smName: Y39983', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	929.0	2606.0	3228.0	0.8075	0.72969
('YM 201636 1033', 'smCenterCompoundID: 10109', 'smSalt: 101', 'smLincsID: LSM-1109', 'smName: YM 201636', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	929.0	3251.0	3228.0	1.0072	1.0101
('ZSTK474 1034', 'smCenterCompoundID: 10053', 'smSalt: 101', 'smLincsID: LSM-1053', 'smName: ZSTK474', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	929.0	1832.0	3228.0	0.56752	0.3927
('Afatinib 1035', 'smCenterCompoundID: 10133', 'smSalt: 101', 'smLincsID: LSM-5742', 'smName: Afatinib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	2985.0	3228.0	0.92491	0.89456
('Sigma A6730 1036', 'smCenterCompoundID: 10035', 'smSalt: 101', 'smLincsID: LSM-1035', 'smName: Sigma A6730', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	929.0	2906.0	3228.0	0.90044	0.86019
('Flavopiridol 1037', 'smCenterCompoundID: 10011', 'smSalt: 101', 'smLincsID: LSM-1011', 'smName: Flavopiridol', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	764.0	3228.0	0.23678	-0.071737
('AT-7519 1038', 'smCenterCompoundID: 10004', 'smSalt: 101', 'smLincsID: LSM-1004', 'smName: AT-7519', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	868.0	3228.0	0.26889	-0.026642
('AZD 5438 1039', 'smCenterCompoundID: 10158', 'smSalt: 101', 'smLincsID: LSM-1159', 'smName: AZD 5438', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	1009.0	3228.0	0.31278	0.034984
('AZD-6482 1040', 'smCenterCompoundID: 10059', 'smSalt: 101', 'smLincsID: LSM-1059', 'smName: AZD-6482', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	929.0	2562.0	3228.0	0.79377	0.7104
('AZD7762 1041', 'smCenterCompoundID: 10006', 'smSalt: 101', 'smLincsID: LSM-1006', 'smName: AZD7762', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	1015.0	3228.0	0.31464	0.037594
('AZD8055 1042', 'smCenterCompoundID: 10007', 'smSalt: 101', 'smLincsID: LSM-1007', 'smName: AZD8055', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	1254.0	3228.0	0.38867	0.14156
('AZD8330 1043', 'smCenterCompoundID: 10164', 'smSalt: 101', 'smLincsID: LSM-1165', 'smName: AZD8330', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	929.0	1571.0	3228.0	0.48677	0.27931
('AZD1152-HQPA 1044', 'smCenterCompoundID: 10067', 'smSalt: 101', 'smLincsID: LSM-1067', 'smName: AZD1152-HQPA', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	929.0	1851.0	3228.0	0.57341	0.40097
('BI-2536 1045', 'smCenterCompoundID: 10041', 'smSalt: 101', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	982.0	3228.0	0.30421	0.022949
('BMS345541 1046', 'smCenterCompoundID: 10028', 'smSalt: 102', 'smLincsID: LSM-1028', 'smName: BMS345541', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	3115.0	3228.0	0.96497	0.95082
('BMS-387032 1047', 'smCenterCompoundID: 10132', 'smSalt: 101', 'smLincsID: LSM-1132', 'smName: BMS-387032', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	769.0	3228.0	0.23822	-0.069707
('GDC-0980 1048', 'smCenterCompoundID: 10234', 'smSalt: 101', 'smLincsID: LSM-4257', 'smName: GDC-0980', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	929.0	1341.0	3228.0	0.41542	0.17912
('NVP-AEW541 1049', 'smCenterCompoundID: 10122', 'smSalt: 101', 'smLincsID: LSM-1122', 'smName: NVP-AEW541', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	929.0	3290.0	3228.0	1.0192	1.0269
('SB590885 1050', 'smCenterCompoundID: 10046', 'smSalt: 101', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	929.0	3899.0	3228.0	1.2079	1.292
('PIK-93 1051', 'smCenterCompoundID: 10190', 'smSalt: 101', 'smLincsID: LSM-1191', 'smName: PIK-93', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	929.0	3280.0	3228.0	1.0161	1.0226
('KIN001-043 1052', 'smCenterCompoundID: 10031', 'smSalt: 101', 'smLincsID: LSM-1031', 'smName: KIN001-043', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	3310.0	3228.0	1.0254	1.0356
('BYL719 1053', 'smCenterCompoundID: 10233', 'smSalt: 101', 'smLincsID: LSM-4256', 'smName: BYL719', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	929.0	2851.0	3228.0	0.8834	0.83626
('NVP-AUY922 1054', 'smCenterCompoundID: 10161', 'smSalt: 101', 'smLincsID: LSM-1162', 'smName: NVP-AUY922', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	929.0	1358.0	3228.0	0.42079	0.18666
('A443654 1055', 'smCenterCompoundID: 10045', 'smSalt: 101', 'smLincsID: LSM-1045', 'smName: A443654', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	719.0	3228.0	0.22273	-0.091458
('OSI-027 1056', 'smCenterCompoundID: 10063', 'smSalt: 102', 'smLincsID: LSM-1063', 'smName: OSI-027', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	1713.0	3228.0	0.53087	0.34123
('XMD11-85h 1057', 'smCenterCompoundID: 10087', 'smSalt: 101', 'smLincsID: LSM-5577', 'smName: XMD11-85h', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	2949.0	3228.0	0.91365	0.87875
('HG-6-64-01 1058', 'smCenterCompoundID: 10017', 'smSalt: 101', 'smLincsID: LSM-6015', 'smName: HG-6-64-01', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	1887.0	3228.0	0.58456	0.41663
('WH-4-025 1059', 'smCenterCompoundID: 10039', 'smSalt: 101', 'smLincsID: LSM-5431', 'smName: WH-4-025', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	929.0	1213.0	3228.0	0.37577	0.12344
('WZ-4-145 1060', 'smCenterCompoundID: 10082', 'smSalt: 101', 'smLincsID: LSM-5545', 'smName: WZ-4-145', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	1990.0	3228.0	0.61668	0.46172
('XMD16-144 1061', 'smCenterCompoundID: 10091', 'smSalt: 101', 'smLincsID: LSM-6299', 'smName: XMD16-144', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	929.0	1318.0	3228.0	0.40829	0.16911
('Brivanib 1062', 'smCenterCompoundID: 10177', 'smSalt: 101', 'smLincsID: LSM-1178', 'smName: Brivanib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	929.0	3039.0	3228.0	0.94143	0.91776
('NVP-BKM120 1063', 'smCenterCompoundID: 10147', 'smSalt: 101', 'smLincsID: LSM-1148', 'smName: NVP-BKM120', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	929.0	1390.0	3228.0	0.43081	0.20072
('BX-912 1064', 'smCenterCompoundID: 10055', 'smSalt: 101', 'smLincsID: LSM-1055', 'smName: BX-912', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	929.0	1708.0	3228.0	0.52911	0.33876
('Canertinib 1065', 'smCenterCompoundID: 10120', 'smSalt: 102', 'smLincsID: LSM-1120', 'smName: Canertinib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	3025.0	3228.0	0.9373	0.91196
('Celastrol 1066', 'smCenterCompoundID: 10117', 'smSalt: 101', 'smLincsID: LSM-1117', 'smName: Celastrol', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	1268.0	3228.0	0.39281	0.14736
('CGP60474 1067', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	929.0	837.0	3228.0	0.25929	-0.040127
('CGP60474 1068', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	780.0	3228.0	0.24163	-0.064922
('CHIR-99021 1069', 'smCenterCompoundID: 10180', 'smSalt: 101', 'smLincsID: LSM-1181', 'smName: CHIR-99021', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	2926.0	3228.0	0.90643	0.8686
('CP724714 1070', 'smCenterCompoundID: 10010', 'smSalt: 101', 'smLincsID: LSM-1010', 'smName: CP724714', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	929.0	3139.0	3228.0	0.97241	0.96126
('CP466722 1071', 'smCenterCompoundID: 10009', 'smSalt: 101', 'smLincsID: LSM-1009', 'smName: CP466722', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	929.0	3402.0	3228.0	1.0539	1.0757
('Crizotinib 1072', 'smCenterCompoundID: 10027', 'smSalt: 101', 'smLincsID: LSM-1027', 'smName: Crizotinib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	929.0	2815.0	3228.0	0.87204	0.82031
('CYT387 1073', 'smCenterCompoundID: 10140', 'smSalt: 101', 'smLincsID: LSM-1141', 'smName: CYT387', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	929.0	2307.0	3228.0	0.71477	0.59948
('Dasatinib 1074', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	929.0	1283.0	3228.0	0.39756	0.15403
('Dasatinib 1075', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	1201.0	3228.0	0.37226	0.11851
('Dovitinib 1076', 'smCenterCompoundID: 10127', 'smSalt: 101', 'smLincsID: LSM-1127', 'smName: Dovitinib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	929.0	1655.0	3228.0	0.5129	0.316
('Enzastaurin 1077', 'smCenterCompoundID: 10069', 'smSalt: 101', 'smLincsID: LSM-1069', 'smName: Enzastaurin', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	929.0	3280.0	3228.0	1.0162	1.0227
('Erlotinib 1078', 'smCenterCompoundID: 10097', 'smSalt: 101', 'smLincsID: LSM-1097', 'smName: Erlotinib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	929.0	3059.0	3228.0	0.94783	0.92675
('Foretinib 1079', 'smCenterCompoundID: 10157', 'smSalt: 101', 'smLincsID: LSM-1158', 'smName: Foretinib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	929.0	1682.0	3228.0	0.52106	0.32745
('R406 1080', 'smCenterCompoundID: 10040', 'smSalt: 101', 'smLincsID: LSM-1040', 'smName: R406', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	2614.0	3228.0	0.80998	0.73317
('GDC-0941 1081', 'smCenterCompoundID: 10047', 'smSalt: 101', 'smLincsID: LSM-1047', 'smName: GDC-0941', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	1720.0	3228.0	0.53293	0.34413
('Gefitinib 1082', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	3132.0	3228.0	0.97024	0.95821
('Geldanamycin 1083', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	929.0	1275.0	3228.0	0.39518	0.1507
('Geldanamycin 1084', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	1326.0	3228.0	0.41088	0.17274
('GSK1059615 1085', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	929.0	1568.0	3228.0	0.48584	0.27801
('GSK1059615 1086', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	1629.0	3228.0	0.50474	0.30454
('GSK1904529A 1087', 'smCenterCompoundID: 10134', 'smSalt: 101', 'smLincsID: LSM-1134', 'smName: GSK1904529A', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	2990.0	3228.0	0.92625	0.89644
('GSK2126458 1088', 'smCenterCompoundID: 10146', 'smSalt: 101', 'smLincsID: LSM-1147', 'smName: GSK2126458', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	1005.0	3228.0	0.31144	0.033099
('GSK 690693 1089', 'smCenterCompoundID: 10128', 'smSalt: 101', 'smLincsID: LSM-1128', 'smName: GSK 690693', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	929.0	2291.0	3228.0	0.70992	0.59266
('GW843682 1090', 'smCenterCompoundID: 10014', 'smSalt: 101', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	796.0	3228.0	0.24679	-0.057672
('HG-5-113-01 1091', 'smCenterCompoundID: 10015', 'smSalt: 101', 'smLincsID: LSM-5982', 'smName: HG-5-113-01', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	929.0	2102.0	3228.0	0.65116	0.51016
('HG-5-88-01 1092', 'smCenterCompoundID: 10016', 'smSalt: 101', 'smLincsID: LSM-5245', 'smName: HG-5-88-01', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	2823.0	3228.0	0.87452	0.82379
('Imatinib 1093', 'smCenterCompoundID: 10023', 'smSalt: 103', 'smLincsID: LSM-1023', 'smName: Imatinib', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	3363.0	3228.0	1.0419	1.0588
('JNK-9L 1094', 'smCenterCompoundID: 10100', 'smSalt: 101', 'smLincsID: LSM-36386', 'smName: JNK-9L', 'clName: Hs 578T', 'clCenterSpecificID: 50238', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	929.0	2328.0	3228.0	0.72128	0.60861
