	('cellCount',)	('percentApoptoticCells',)	('percentDeadCells',)
('Taxol-3826', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: L16', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 2.0')	-0.478107743373	0.901005709215	3.91479166764
('Taxol-3746', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: J16', 'controlType: ', 'assayCompoundConcentration: 1.23457', 'day: 2.0')	-0.441711421759	0.876797342105	3.85256070529
('Staurosporine-3870', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: M18', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	-0.416610510301	2.15765650101	2.52651120837
('Taxol-5909', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: J18', 'controlType: ', 'assayCompoundConcentration: 1.23457', 'day: 1.0')	-0.583531571498	1.64928413619	3.1974786672
('Staurosporine-3785', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: K16', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 1.0')	-0.432926102748	2.34435206529	2.34615279723
('BI-2536-3929', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: C08', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 1.0')	-0.550900386602	1.71436797839	3.05033028687
('Tozasertib-5250', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: F08', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 2.0')	-0.493168290248	1.69173172886	2.99109120384
('Tozasertib-5170', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: D08', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 2.0')	-0.510738928269	1.67690164964	3.01733789372
('BI-2536-6010', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: M08', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	-0.591061844935	1.72656880366	3.00456466307
('Taxol-3909', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: N18', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	-0.400294917853	1.78869646838	2.7026009988
('Taxol-5673', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: D20', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 1.0')	-0.589806799362	1.2143608705	3.46214783491
('BI-2536-4086', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: G06', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 2.0')	-0.559685705612	1.89832106392	2.72858280635
('Taxol-5753', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: F20', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 1.0')	-0.557175614467	1.37975435656	3.22073383244
('Taxol-3910', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: N18', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	-0.463047196498	0.985648037457	3.51343952565
('-3556', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	-0.160581213427	2.06760140045	2.11990086115
('Taxol-3509', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: D18', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 1.0')	-0.509483882696	1.80981425147	2.71917189305
('BI-2536-4650', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: G06', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 3.0')	-0.370173824103	5.16390177684	-0.779106350964
('Taxol-5749', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: F18', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 1.0')	-0.574746252487	1.5392719983	3.04232706641
('MPS-1-IN-1-3540', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E13', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 2.0')	-0.431671057175	2.27392575465	2.16137757599
('Taxol-5826', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: H16', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 2.0')	-0.535839839727	1.5974733755	2.91252294594
('BI-2536-4090', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: G08', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 2.0')	-0.596082027227	2.06185759366	2.50200150533
('-3836', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: L21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	-0.245924312385	2.00943813646	2.19831624776
('MPS-1-IN-1-5780', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: G13', 'controlType: ', 'assayCompoundConcentration: 1.23457', 'day: 2.0')	-0.515759110561	2.01871441752	2.45268614611
('XMD-12-3823', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: L15', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	-0.421630692592	2.23703140273	2.13321854063
('MPS-1-IN-1-3864', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: M15', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	-0.181916988166	2.21065065243	1.91579838037
('MPS-1-IN-1-4923', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: K17', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 3.0')	4.92360840244	-0.258820393418	-0.779106350964
('Tozasertib-5246', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: F06', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 2.0')	-0.460537105352	1.66628311476	2.65390400576
('MPS-1-IN-1-3464', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: C15', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 2.0')	-0.444221512905	1.93803258812	2.36552907491
('Taxol-6069', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: N18', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	-0.588551753789	1.14427304975	3.27927829098
('Taxol-5989', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: L18', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 1.0')	-0.564705887904	1.24737749962	3.15225841443
('Taxol-5825', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: H16', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 1.0')	-0.578511389206	1.2773279316	3.12885413761
('Staurosporine-3789', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: K18', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 1.0')	-0.441711421759	2.24367870855	2.01512840521
('Tozasertib-5729', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: F08', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 1.0')	-0.584786617071	2.4457375189	1.93864302764
('Taxol-5905', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: J16', 'controlType: ', 'assayCompoundConcentration: 1.23457', 'day: 1.0')	-0.581021480352	1.27843154239	3.10200724166
('BI-2536-3850', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: M08', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	-0.481872880092	1.73312922252	2.54457775852
('Taxol-3505', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: D16', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 1.0')	-0.511993973842	1.24790564975	3.04892961688
('Taxol-4078', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: F22', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 2.0')	-0.559685705612	1.81035989047	2.51078972524
('BI-2536-3690', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: I08', 'controlType: ', 'assayCompoundConcentration: 1.23457', 'day: 2.0')	-0.450496740769	2.15755686319	2.05044912402
('-4875', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: J21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 3.0')	4.96376986077	-0.428636683865	-0.779106350964
('Tozasertib-5169', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: D08', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 1.0')	-0.464302242071	0.496107569033	3.72253873435
('Taxol-3517', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: D22', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 1.0')	-0.496933426967	1.79914436479	2.45030099914
('XMD-12-5103', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N17', 'controlType: ', 'assayCompoundConcentration: 6.33333e-05', 'day: 3.0')	4.7817882527	-0.253671278095	-0.779106350964
('Taxol-4992', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: L20', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 3.0')	4.70648551832	-0.202723603889	-0.779106350964
('XMD-12-4989', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: L19', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 3.0')	4.71778092848	-0.231618571741	-0.779106350964
('-5115', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 3.0')	4.80814420973	-0.326629852577	-0.779106350964
('Taxol-3825', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: L16', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 1.0')	-0.432926102748	1.35145296535	2.7810561816
('RO-3306-4899', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: K09', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 3.0')	4.81943961989	-0.343637958805	-0.779106350964
('MPS-1-IN-1-5049', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M19', 'controlType: ', 'assayCompoundConcentration: 6.33333e-05', 'day: 3.0')	4.86085612379	-0.393352353698	-0.779106350964
('Taxol-3829', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: L18', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 1.0')	-0.411590328009	1.51267518026	2.58441374932
('XMD-12-3740', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: J13', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 2.0')	-0.441711421759	2.02230744093	2.09451578372
('Staurosporine-5058', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M22', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 3.0')	4.70146533603	-0.257176021001	-0.779106350964
('-4695', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: G21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 3.0')	4.72656624749	-0.3020409108	-0.779106350964
('MPS-1-IN-1-4809', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: I19', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 3.0')	4.66883415114	-0.256597703583	-0.779106350964
('Taxol-5829', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: H18', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 1.0')	-0.573491206914	1.52230200528	2.68397701817
('Staurosporine-4932', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: K20', 'controlType: ', 'assayCompoundConcentration: 0.001696667', 'day: 3.0')	4.67259928785	-0.263551447956	-0.779106350964
('-4974', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: L14', 'controlType: N', 'assayCompoundConcentration: ', 'day: 3.0')	4.75794238681	-0.353525096345	-0.779106350964
('Taxol-5750', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: F18', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 2.0')	-0.533329748581	1.53972015946	2.60965978836
('Taxol-5112', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N20', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 3.0')	4.59353141676	-0.20790755761	-0.779106350964
('BI-2536-6006', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: M06', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	-0.540860022019	1.55153023726	2.56465781169
('-5034', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M14', 'controlType: N', 'assayCompoundConcentration: ', 'day: 3.0')	4.7629625691	-0.426114383801	-0.779106350964
('Taxol-3597', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F22', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 1.0')	-0.494423335821	1.70510765332	2.34263576419
('MPS-1-IN-1-4563', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: E17', 'controlType: ', 'assayCompoundConcentration: 0.005083333', 'day: 3.0')	4.59478646233	-0.274191094908	-0.779106350964
('Taxol-5665', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: D16', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 1.0')	-0.582276525925	0.910011574623	3.21102093626
('MPS-1-IN-1-4911', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: K13', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 3.0')	3.96977376702	0.34247643216	-0.779106350964
('BI-2536-4656', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: G08', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 3.0')	-0.307421545457	4.61282798678	-0.779106350964
('Staurosporine-3625', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: G16', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 1.0')	-0.503208654831	1.85422101633	2.16203708619
('Tozasertib-6102', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: NCI-H810', 'clCenterSpecificID: 50037', 'recordedWell: D06', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 1.0')	-0.638753576706	2.13475345902	2.01689468943
('XMD-12-3512', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: D19', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 2.0')	-0.0451170207188	1.77158105989	1.77395303804
('MPS-1-IN-1-4929', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: K19', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 3.0')	4.56592041416	-0.289101929536	-0.779106350964
('XMD-12-3904', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: N15', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	-0.183172033739	1.76116772318	1.9068267149
('Taxol-5745', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: F16', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 1.0')	-0.593571936081	0.828707810126	3.23914996486
('Taxol-4998', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: L22', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 3.0')	4.58098096103	-0.335562417994	-0.779106350964
('BI-2536-5028', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M12', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 3.0')	4.69644515374	-0.451218933879	-0.779106350964
('GW843682-3640', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: H03', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 2.0')	-0.129205074104	1.54441170726	2.04996334089
('Tozasertib-4728', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: H12', 'controlType: ', 'assayCompoundConcentration: 0.005083333', 'day: 3.0')	4.50065804437	-0.257998207209	-0.779106350964
('-5055', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: M21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 3.0')	4.5408195027	-0.306263324718	-0.779106350964
('MPS-1-IN-1-4803', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: I17', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 3.0')	4.55336995843	-0.319320756537	-0.779106350964
('-4455', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: C21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 3.0')	4.61737728265	-0.392028494549	-0.779106350964
('XMD-12-3984', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: D15', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 2.0')	-0.539604976446	1.89449970965	2.09041798162
('Taxol-3754', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: J20', 'controlType: ', 'assayCompoundConcentration: 0.001696667', 'day: 2.0')	-0.267260087124	1.95249902413	1.75574340602
('Staurosporine-3478', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: C22', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	-0.105359208219	1.9489379127	1.59593245825
('BI-2536-6326', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: C06', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 2.0')	-0.584786617071	4.7789789293	-0.779106350964
('Taxol-5834', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: H20', 'controlType: ', 'assayCompoundConcentration: 0.005083333', 'day: 2.0')	-0.451751786342	1.48181734735	2.37801784434
('Taxol-3918', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: N22', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	-0.0928087524894	1.85186928507	1.64305108172
('MPS-1-IN-1-4449', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: C19', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 3.0')	4.63996810296	-0.462973409588	-0.779106350964
