	('totalCellCountBeforeTreatment 0',)	('totalCellCountAfterTreatment 1',)	('totalControlCellCount 2',)	('relativeCellCountAfterTreatment 3',)	('relativeGrowthRateAfterTreatment 4',)
('298867 783', 'smCenterCompoundID: 10117', 'smSalt: 101', 'smLincsID: LSM-1117', 'smName: Celastrol', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: G10')	1334.0	3913.0	3970.0	0.98542	0.97803
('298868 784', 'smCenterCompoundID: 10117', 'smSalt: 101', 'smLincsID: LSM-1117', 'smName: Celastrol', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: G10')	1334.0	3626.0	3970.0	0.91314	0.86917
('298869 785', 'smCenterCompoundID: 10117', 'smSalt: 101', 'smLincsID: LSM-1117', 'smName: Celastrol', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: G10')	1334.0	3497.0	3970.0	0.88065	0.82023
('298870 786', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: F04')	1334.0	435.0	3970.0	0.10955	-0.34127
('298871 787', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: F04')	1334.0	365.0	3970.0	0.091918	-0.36783
('298872 788', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: F04')	1334.0	430.0	3970.0	0.10829	-0.34317
('298873 789', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: G04')	1334.0	494.0	3970.0	0.1244	-0.31889
('298874 790', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: G04')	1334.0	563.0	3970.0	0.14178	-0.29272
('298875 791', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: G04')	1334.0	469.0	3970.0	0.11811	-0.32838
('298876 792', 'smCenterCompoundID: 10180', 'smSalt: 101', 'smLincsID: LSM-1181', 'smName: CHIR-99021', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: P16')	1334.0	3630.0	3970.0	0.91415	0.87068
('298877 793', 'smCenterCompoundID: 10180', 'smSalt: 101', 'smLincsID: LSM-1181', 'smName: CHIR-99021', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: P16')	1334.0	4225.0	3970.0	1.064	1.0964
('298878 794', 'smCenterCompoundID: 10180', 'smSalt: 101', 'smLincsID: LSM-1181', 'smName: CHIR-99021', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: P16')	1334.0	3809.0	3970.0	0.95923	0.93858
('298879 795', 'smCenterCompoundID: 10010', 'smSalt: 101', 'smLincsID: LSM-1010', 'smName: CP724714', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A10')	1334.0	3497.0	3970.0	0.88065	0.82023
('298880 796', 'smCenterCompoundID: 10010', 'smSalt: 101', 'smLincsID: LSM-1010', 'smName: CP724714', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: A10')	1334.0	3592.0	3970.0	0.90458	0.85627
('298881 797', 'smCenterCompoundID: 10010', 'smSalt: 101', 'smLincsID: LSM-1010', 'smName: CP724714', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A10')	1334.0	3900.0	3970.0	0.98214	0.9731
('298882 798', 'smCenterCompoundID: 10009', 'smSalt: 101', 'smLincsID: LSM-1009', 'smName: CP466722', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: I10')	1334.0	4022.0	3970.0	1.0129	1.0194
('298883 799', 'smCenterCompoundID: 10009', 'smSalt: 101', 'smLincsID: LSM-1009', 'smName: CP466722', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: I10')	1334.0	3964.0	3970.0	0.99826	0.99738
('298884 800', 'smCenterCompoundID: 10009', 'smSalt: 101', 'smLincsID: LSM-1009', 'smName: CP466722', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: I10')	1334.0	4100.0	3970.0	1.0325	1.049
('298885 801', 'smCenterCompoundID: 10027', 'smSalt: 101', 'smLincsID: LSM-1027', 'smName: Crizotinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A22')	1334.0	3331.0	3970.0	0.83885	0.75726
('298886 802', 'smCenterCompoundID: 10027', 'smSalt: 101', 'smLincsID: LSM-1027', 'smName: Crizotinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: A22')	1334.0	3419.0	3970.0	0.86101	0.79064
('298887 803', 'smCenterCompoundID: 10027', 'smSalt: 101', 'smLincsID: LSM-1027', 'smName: Crizotinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A22')	1334.0	3538.0	3970.0	0.89098	0.83578
('298888 804', 'smCenterCompoundID: 10140', 'smSalt: 101', 'smLincsID: LSM-1141', 'smName: CYT387', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: P10')	1334.0	3534.0	3970.0	0.88997	0.83427
('298889 805', 'smCenterCompoundID: 10140', 'smSalt: 101', 'smLincsID: LSM-1141', 'smName: CYT387', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: P10')	1334.0	3631.0	3970.0	0.9144	0.87106
('298890 806', 'smCenterCompoundID: 10140', 'smSalt: 101', 'smLincsID: LSM-1141', 'smName: CYT387', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: P10')	1334.0	3812.0	3970.0	0.95998	0.93972
('298891 807', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: D04')	1334.0	1566.0	3970.0	0.39437	0.087748
('298892 808', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: D04')	1334.0	1511.0	3970.0	0.38052	0.066884
('298893 809', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: D04')	1334.0	1713.0	3970.0	0.43139	0.14351
('298894 810', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: I04')	1334.0	2058.0	3970.0	0.51827	0.27438
('298895 811', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: I04')	1334.0	1800.0	3970.0	0.4533	0.17651
('298896 812', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: I04')	1334.0	1461.0	3970.0	0.36793	0.047918
('298897 813', 'smCenterCompoundID: 10127', 'smSalt: 101', 'smLincsID: LSM-1127', 'smName: Dovitinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: E22')	1334.0	2461.0	3970.0	0.61976	0.42725
('298898 814', 'smCenterCompoundID: 10127', 'smSalt: 101', 'smLincsID: LSM-1127', 'smName: Dovitinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: E22')	1334.0	2399.0	3970.0	0.60414	0.40373
('298899 815', 'smCenterCompoundID: 10127', 'smSalt: 101', 'smLincsID: LSM-1127', 'smName: Dovitinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: E22')	1334.0	2789.0	3970.0	0.70236	0.55167
('298900 816', 'smCenterCompoundID: 10069', 'smSalt: 101', 'smLincsID: LSM-1069', 'smName: Enzastaurin', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: D16')	1334.0	3778.0	3970.0	0.95142	0.92682
('298901 817', 'smCenterCompoundID: 10069', 'smSalt: 101', 'smLincsID: LSM-1069', 'smName: Enzastaurin', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: D16')	1334.0	3886.0	3970.0	0.97862	0.96779
('298902 818', 'smCenterCompoundID: 10069', 'smSalt: 101', 'smLincsID: LSM-1069', 'smName: Enzastaurin', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: D16')	1334.0	4689.0	3970.0	1.1808	1.2724
('298903 819', 'smCenterCompoundID: 10097', 'smSalt: 101', 'smLincsID: LSM-1097', 'smName: Erlotinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: M22')	1334.0	3781.0	3970.0	0.95217	0.92796
('298904 820', 'smCenterCompoundID: 10097', 'smSalt: 101', 'smLincsID: LSM-1097', 'smName: Erlotinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: M22')	1334.0	3995.0	3970.0	1.0061	1.0091
('298905 821', 'smCenterCompoundID: 10097', 'smSalt: 101', 'smLincsID: LSM-1097', 'smName: Erlotinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: M22')	1334.0	4108.0	3970.0	1.0345	1.052
('298906 822', 'smCenterCompoundID: 10157', 'smSalt: 101', 'smLincsID: LSM-1158', 'smName: Foretinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: H10')	1334.0	1385.0	3970.0	0.34879	0.019089
('298907 823', 'smCenterCompoundID: 10157', 'smSalt: 101', 'smLincsID: LSM-1158', 'smName: Foretinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: H10')	1334.0	1392.0	3970.0	0.35055	0.021744
('298908 824', 'smCenterCompoundID: 10157', 'smSalt: 101', 'smLincsID: LSM-1158', 'smName: Foretinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: H10')	1334.0	1328.0	3970.0	0.33443	-0.0025328
('298909 825', 'smCenterCompoundID: 10040', 'smSalt: 101', 'smLincsID: LSM-1040', 'smName: R406', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: C16')	1334.0	3121.0	3970.0	0.78597	0.6776
('298910 826', 'smCenterCompoundID: 10040', 'smSalt: 101', 'smLincsID: LSM-1040', 'smName: R406', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: C16')	1334.0	4280.0	3970.0	1.0778	1.1172
('298911 827', 'smCenterCompoundID: 10040', 'smSalt: 101', 'smLincsID: LSM-1040', 'smName: R406', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: C16')	1334.0	3841.0	3970.0	0.96728	0.95072
('298912 828', 'smCenterCompoundID: 10047', 'smSalt: 101', 'smLincsID: LSM-1047', 'smName: GDC-0941', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: D22')	1334.0	2444.0	3970.0	0.61548	0.4208
('298913 829', 'smCenterCompoundID: 10047', 'smSalt: 101', 'smLincsID: LSM-1047', 'smName: GDC-0941', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: D22')	1334.0	3239.0	3970.0	0.81568	0.72237
('298914 830', 'smCenterCompoundID: 10047', 'smSalt: 101', 'smLincsID: LSM-1047', 'smName: GDC-0941', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: D22')	1334.0	3306.0	3970.0	0.83255	0.74778
('298915 831', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: N10')	1334.0	4050.0	3970.0	1.0199	1.03
('298916 832', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: N10')	1334.0	3746.0	3970.0	0.94336	0.91468
('298917 833', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: N10')	1334.0	3699.0	3970.0	0.93152	0.89686
('298918 834', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: O04')	1334.0	1007.0	3970.0	0.25359	-0.1243
('298919 835', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: O04')	1334.0	1042.0	3970.0	0.26241	-0.11102
('298920 836', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: O04')	1334.0	980.0	3970.0	0.24679	-0.13454
('298921 837', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: O04')	1334.0	920.0	3970.0	0.23168	-0.1573
('298922 838', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: O04')	1334.0	1038.0	3970.0	0.2614	-0.11254
('298923 839', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: O04')	1334.0	1015.0	3970.0	0.25561	-0.12126
('298924 840', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: E04')	1334.0	1549.0	3970.0	0.39009	0.081299
('298925 841', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: E04')	1334.0	1625.0	3970.0	0.40923	0.11013
('298926 842', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: E04')	1334.0	1646.0	3970.0	0.41451	0.11809
('298927 843', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: C04')	1334.0	2098.0	3970.0	0.52834	0.28955
('298928 844', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: C04')	1334.0	2511.0	3970.0	0.63235	0.44621
('298929 845', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: C04')	1334.0	2237.0	3970.0	0.56335	0.34228
('298930 846', 'smCenterCompoundID: 10134', 'smSalt: 101', 'smLincsID: LSM-1134', 'smName: GSK1904529A', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: H22')	1334.0	3628.0	3970.0	0.91364	0.86992
('298931 847', 'smCenterCompoundID: 10134', 'smSalt: 101', 'smLincsID: LSM-1134', 'smName: GSK1904529A', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: H22')	1334.0	3868.0	3970.0	0.97408	0.96096
('298932 848', 'smCenterCompoundID: 10134', 'smSalt: 101', 'smLincsID: LSM-1134', 'smName: GSK1904529A', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: H22')	1334.0	3545.0	3970.0	0.89274	0.83844
('298933 849', 'smCenterCompoundID: 10146', 'smSalt: 101', 'smLincsID: LSM-1147', 'smName: GSK2126458', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: N04')	1334.0	843.0	3970.0	0.21229	-0.18651
('298934 850', 'smCenterCompoundID: 10146', 'smSalt: 101', 'smLincsID: LSM-1147', 'smName: GSK2126458', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: N04')	1334.0	901.0	3970.0	0.2269	-0.16451
('298935 851', 'smCenterCompoundID: 10146', 'smSalt: 101', 'smLincsID: LSM-1147', 'smName: GSK2126458', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: N04')	1334.0	824.0	3970.0	0.20751	-0.19371
('298936 852', 'smCenterCompoundID: 10128', 'smSalt: 101', 'smLincsID: LSM-1128', 'smName: GSK 690693', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: F22')	1334.0	2926.0	3970.0	0.73686	0.60364
('298937 853', 'smCenterCompoundID: 10128', 'smSalt: 101', 'smLincsID: LSM-1128', 'smName: GSK 690693', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: F22')	1334.0	2869.0	3970.0	0.7225	0.58201
('298938 854', 'smCenterCompoundID: 10128', 'smSalt: 101', 'smLincsID: LSM-1128', 'smName: GSK 690693', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: F22')	1334.0	3278.0	3970.0	0.8255	0.73716
('298939 855', 'smCenterCompoundID: 10014', 'smSalt: 101', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B16')	1334.0	2975.0	3970.0	0.7492	0.62222
('298940 856', 'smCenterCompoundID: 10014', 'smSalt: 101', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B16')	1334.0	2811.0	3970.0	0.7079	0.56001
('298941 857', 'smCenterCompoundID: 10014', 'smSalt: 101', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B16')	1334.0	2850.0	3970.0	0.71772	0.57481
('298942 858', 'smCenterCompoundID: 10015', 'smSalt: 101', 'smLincsID: LSM-5982', 'smName: HG-5-113-01', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B10')	1334.0	3072.0	3970.0	0.77363	0.65902
('298943 859', 'smCenterCompoundID: 10015', 'smSalt: 101', 'smLincsID: LSM-5982', 'smName: HG-5-113-01', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: B10')	1334.0	3097.0	3970.0	0.77992	0.6685
('298944 860', 'smCenterCompoundID: 10015', 'smSalt: 101', 'smLincsID: LSM-5982', 'smName: HG-5-113-01', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B10')	1334.0	3634.0	3970.0	0.91516	0.8722
('298945 861', 'smCenterCompoundID: 10016', 'smSalt: 101', 'smLincsID: LSM-5245', 'smName: HG-5-88-01', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A22')	1334.0	3143.0	3970.0	0.79151	0.68595
('298946 862', 'smCenterCompoundID: 10016', 'smSalt: 101', 'smLincsID: LSM-5245', 'smName: HG-5-88-01', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A22')	1334.0	3985.0	3970.0	1.0035	1.0053
('298947 863', 'smCenterCompoundID: 10016', 'smSalt: 101', 'smLincsID: LSM-5245', 'smName: HG-5-88-01', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A22')	1334.0	3980.0	3970.0	1.0023	1.0034
('298948 864', 'smCenterCompoundID: 10023', 'smSalt: 103', 'smLincsID: LSM-1023', 'smName: Imatinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: N16')	1334.0	3501.0	3970.0	0.88166	0.82175
('298949 865', 'smCenterCompoundID: 10023', 'smSalt: 103', 'smLincsID: LSM-1023', 'smName: Imatinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: N16')	1334.0	3917.0	3970.0	0.98642	0.97955
('298950 866', 'smCenterCompoundID: 10023', 'smSalt: 103', 'smLincsID: LSM-1023', 'smName: Imatinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: N16')	1334.0	3977.0	3970.0	1.0015	1.0023
