	('cellCount 0',)	('relativeCellCount 1',)	('relativeGrowth 2',)
('MK2206 851', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 3.53553390593', 'replicate: 3', 'experimentDate: 2014-03-19')	5227.0		
('MK2206 852', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 5', 'replicate: 3', 'experimentDate: 2014-03-19')	5041.0		
('MK2206 853', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 7.07106781187', 'replicate: 3', 'experimentDate: 2014-03-19')	5383.0		
('MK2206 854', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 10', 'replicate: 3', 'experimentDate: 2014-03-19')	5671.0		
('MK2206 855', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 14.1421356237', 'replicate: 3', 'experimentDate: 2014-03-19')	5339.0		
('MK2206 856', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 20', 'replicate: 3', 'experimentDate: 2014-03-19')	3929.0		
('MK2206 857', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 22', 'replicate: 3', 'experimentDate: 2014-03-19')	2134.0		
('MK2206 858', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.02', 'replicate: ', 'experimentDate: 2014-03-19')		1.0	1.0
('MK2206 859', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.028333', 'replicate: ', 'experimentDate: 2014-03-19')		1.0264	1.0362
('MK2206 860', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.038333', 'replicate: ', 'experimentDate: 2014-03-19')		0.97726	0.96888
('MK2206 861', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.055', 'replicate: ', 'experimentDate: 2014-03-19')		0.97881	0.97131
('MK2206 862', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.078333', 'replicate: ', 'experimentDate: 2014-03-19')		1.0031	1.0044
('MK2206 863', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.11049', 'replicate: ', 'experimentDate: 2014-03-19')		0.97855	0.97099
('MK2206 864', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.15625', 'replicate: ', 'experimentDate: 2014-03-19')		0.89548	0.85727
('MK2206 865', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.22097', 'replicate: ', 'experimentDate: 2014-03-19')		0.97112	0.96063
('MK2206 866', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.3125', 'replicate: ', 'experimentDate: 2014-03-19')		0.99326	0.991
('MK2206 867', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.44194', 'replicate: ', 'experimentDate: 2014-03-19')		1.009	1.0123
('MK2206 868', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.625', 'replicate: ', 'experimentDate: 2014-03-19')		0.99941	0.99908
('MK2206 869', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.88388', 'replicate: ', 'experimentDate: 2014-03-19')		0.98378	0.97817
('MK2206 870', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 1.25', 'replicate: ', 'experimentDate: 2014-03-19')		1.0284	1.0388
('MK2206 871', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 1.7678', 'replicate: ', 'experimentDate: 2014-03-19')		1.0066	1.0094
('MK2206 872', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 2.5', 'replicate: ', 'experimentDate: 2014-03-19')		1.0466	1.0637
('MK2206 873', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 3.5355', 'replicate: ', 'experimentDate: 2014-03-19')		1.0691	1.0944
('MK2206 874', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 5', 'replicate: ', 'experimentDate: 2014-03-19')		1.0392	1.0538
('MK2206 875', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 7.0711', 'replicate: ', 'experimentDate: 2014-03-19')		1.0394	1.0538
('MK2206 876', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 10', 'replicate: ', 'experimentDate: 2014-03-19')		1.1487	1.203
('MK2206 877', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 14.1421', 'replicate: ', 'experimentDate: 2014-03-19')		0.82974	0.76682
('MK2206 878', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 20', 'replicate: ', 'experimentDate: 2014-03-19')		0.58828	0.43792
('MK2206 879', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 22', 'replicate: ', 'experimentDate: 2014-03-19')		0.28104	0.018761
('MK2206 880', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.02', 'replicate: 1', 'experimentDate: 2014-04-01')	2898.0		
('MK2206 881', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.0283333333333', 'replicate: 1', 'experimentDate: 2014-04-01')	3165.0		
('MK2206 882', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.0383333333333', 'replicate: 1', 'experimentDate: 2014-04-01')	2757.0		
('MK2206 883', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.055', 'replicate: 1', 'experimentDate: 2014-04-01')	2396.0		
('MK2206 884', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.0783333333333', 'replicate: 1', 'experimentDate: 2014-04-01')	2857.0		
('MK2206 885', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.11048543456', 'replicate: 1', 'experimentDate: 2014-04-01')	2829.0		
('MK2206 886', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.15625', 'replicate: 1', 'experimentDate: 2014-04-01')	2150.0		
('MK2206 887', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.220970869121', 'replicate: 1', 'experimentDate: 2014-04-01')	2744.0		
('MK2206 888', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.3125', 'replicate: 1', 'experimentDate: 2014-04-01')	2652.0		
('MK2206 889', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.441941738242', 'replicate: 1', 'experimentDate: 2014-04-01')	2760.0		
('MK2206 890', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.625', 'replicate: 1', 'experimentDate: 2014-04-01')	1619.0		
('MK2206 891', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.883883476483', 'replicate: 1', 'experimentDate: 2014-04-01')	2764.0		
('MK2206 892', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 1.25', 'replicate: 1', 'experimentDate: 2014-04-01')	2304.0		
('MK2206 893', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 1.76776695297', 'replicate: 1', 'experimentDate: 2014-04-01')	2123.0		
('MK2206 894', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 2.5', 'replicate: 1', 'experimentDate: 2014-04-01')	3281.0		
('MK2206 895', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 3.53553390593', 'replicate: 1', 'experimentDate: 2014-04-01')	3171.0		
('MK2206 896', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 5', 'replicate: 1', 'experimentDate: 2014-04-01')	2780.0		
('MK2206 897', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 7.07106781187', 'replicate: 1', 'experimentDate: 2014-04-01')	2425.0		
('MK2206 898', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 10', 'replicate: 1', 'experimentDate: 2014-04-01')	1998.0		
('MK2206 899', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 14.1421356237', 'replicate: 1', 'experimentDate: 2014-04-01')	391.0		
('MK2206 900', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 20', 'replicate: 1', 'experimentDate: 2014-04-01')	431.0		
('MK2206 901', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 22', 'replicate: 1', 'experimentDate: 2014-04-01')	411.0		
('MK2206 902', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.02', 'replicate: 2', 'experimentDate: 2014-04-01')	3225.0		
('MK2206 903', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.0283333333333', 'replicate: 2', 'experimentDate: 2014-04-01')	2963.0		
('MK2206 904', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.0383333333333', 'replicate: 2', 'experimentDate: 2014-04-01')	2982.0		
('MK2206 905', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.055', 'replicate: 2', 'experimentDate: 2014-04-01')	2918.0		
('MK2206 906', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.0783333333333', 'replicate: 2', 'experimentDate: 2014-04-01')	3312.0		
('MK2206 907', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.11048543456', 'replicate: 2', 'experimentDate: 2014-04-01')	2949.0		
('MK2206 908', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.15625', 'replicate: 2', 'experimentDate: 2014-04-01')	2351.0		
('MK2206 909', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.220970869121', 'replicate: 2', 'experimentDate: 2014-04-01')	1940.0		
('MK2206 910', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.3125', 'replicate: 2', 'experimentDate: 2014-04-01')	2828.0		
('MK2206 911', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.441941738242', 'replicate: 2', 'experimentDate: 2014-04-01')	2826.0		
('MK2206 912', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.625', 'replicate: 2', 'experimentDate: 2014-04-01')	2631.0		
('MK2206 913', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.883883476483', 'replicate: 2', 'experimentDate: 2014-04-01')	2657.0		
('MK2206 914', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 1.25', 'replicate: 2', 'experimentDate: 2014-04-01')	3132.0		
('MK2206 915', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 1.76776695297', 'replicate: 2', 'experimentDate: 2014-04-01')	3012.0		
('MK2206 916', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 2.5', 'replicate: 2', 'experimentDate: 2014-04-01')	2941.0		
('MK2206 917', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 3.53553390593', 'replicate: 2', 'experimentDate: 2014-04-01')	3423.0		
('MK2206 918', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 5', 'replicate: 2', 'experimentDate: 2014-04-01')	3226.0		
('MK2206 919', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 7.07106781187', 'replicate: 2', 'experimentDate: 2014-04-01')	2764.0		
('MK2206 920', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 10', 'replicate: 2', 'experimentDate: 2014-04-01')	2426.0		
('MK2206 921', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 14.1421356237', 'replicate: 2', 'experimentDate: 2014-04-01')	1557.0		
('MK2206 922', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 20', 'replicate: 2', 'experimentDate: 2014-04-01')	430.0		
('MK2206 923', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 22', 'replicate: 2', 'experimentDate: 2014-04-01')	413.0		
('MK2206 924', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.02', 'replicate: 3', 'experimentDate: 2014-04-01')	3362.0		
('MK2206 925', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.0283333333333', 'replicate: 3', 'experimentDate: 2014-04-01')	3221.0		
('MK2206 926', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.0383333333333', 'replicate: 3', 'experimentDate: 2014-04-01')	2743.0		
('MK2206 927', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.055', 'replicate: 3', 'experimentDate: 2014-04-01')	2592.0		
('MK2206 928', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.0783333333333', 'replicate: 3', 'experimentDate: 2014-04-01')	2754.0		
('MK2206 929', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.11048543456', 'replicate: 3', 'experimentDate: 2014-04-01')	2256.0		
('MK2206 930', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.15625', 'replicate: 3', 'experimentDate: 2014-04-01')	2353.0		
('MK2206 931', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.220970869121', 'replicate: 3', 'experimentDate: 2014-04-01')	3027.0		
('MK2206 932', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.3125', 'replicate: 3', 'experimentDate: 2014-04-01')	2967.0		
('MK2206 933', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.441941738242', 'replicate: 3', 'experimentDate: 2014-04-01')	2718.0		
('MK2206 934', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.625', 'replicate: 3', 'experimentDate: 2014-04-01')	3071.0		
('MK2206 935', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.883883476483', 'replicate: 3', 'experimentDate: 2014-04-01')	2712.0		
('MK2206 936', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 1.25', 'replicate: 3', 'experimentDate: 2014-04-01')	2952.0		
('MK2206 937', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 1.76776695297', 'replicate: 3', 'experimentDate: 2014-04-01')	2681.0		
('MK2206 938', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 2.5', 'replicate: 3', 'experimentDate: 2014-04-01')	2804.0		
('MK2206 939', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 3.53553390593', 'replicate: 3', 'experimentDate: 2014-04-01')	3036.0		
('MK2206 940', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 5', 'replicate: 3', 'experimentDate: 2014-04-01')	2294.0		
('MK2206 941', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 7.07106781187', 'replicate: 3', 'experimentDate: 2014-04-01')	2917.0		
('MK2206 942', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 10', 'replicate: 3', 'experimentDate: 2014-04-01')	2622.0		
('MK2206 943', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 14.1421356237', 'replicate: 3', 'experimentDate: 2014-04-01')	1815.0		
('MK2206 944', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 20', 'replicate: 3', 'experimentDate: 2014-04-01')	484.0		
('MK2206 945', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 22', 'replicate: 3', 'experimentDate: 2014-04-01')	740.0		
('MK2206 946', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.02', 'replicate: ', 'experimentDate: 2014-04-01')		1.0568	1.0802
('MK2206 947', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.028333', 'replicate: ', 'experimentDate: 2014-04-01')		1.0453	1.0662
('MK2206 948', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.038333', 'replicate: ', 'experimentDate: 2014-04-01')		0.94663	0.92514
('MK2206 949', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.055', 'replicate: ', 'experimentDate: 2014-04-01')		0.88024	0.82974
('MK2206 950', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.078333', 'replicate: ', 'experimentDate: 2014-04-01')		0.99507	0.99334
('MK2206 951', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.11049', 'replicate: ', 'experimentDate: 2014-04-01')		0.89872	0.85854
('MK2206 952', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.15625', 'replicate: ', 'experimentDate: 2014-04-01')		0.76422	0.6661
('MK2206 953', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.22097', 'replicate: ', 'experimentDate: 2014-04-01')		0.86452	0.81108
('MK2206 954', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.3125', 'replicate: ', 'experimentDate: 2014-04-01')		0.94199	0.91808
('MK2206 955', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.44194', 'replicate: ', 'experimentDate: 2014-04-01')		0.92758	0.89863
('MK2206 956', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.625', 'replicate: ', 'experimentDate: 2014-04-01')		0.80886	0.72474
('MK2206 957', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.88388', 'replicate: ', 'experimentDate: 2014-04-01')		0.90933	0.87326
('MK2206 958', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 1.25', 'replicate: ', 'experimentDate: 2014-04-01')		0.93131	0.90044
('MK2206 959', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 1.7678', 'replicate: ', 'experimentDate: 2014-04-01')		0.86738	0.80976
('MK2206 960', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 2.5', 'replicate: ', 'experimentDate: 2014-04-01')		1.0115	1.0196
('MK2206 961', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 3.5355', 'replicate: ', 'experimentDate: 2014-04-01')		1.0751	1.1075
('MK2206 962', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 5', 'replicate: ', 'experimentDate: 2014-04-01')		0.92663	0.89703
('MK2206 963', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 7.0711', 'replicate: ', 'experimentDate: 2014-04-01')		0.90259	0.8614
('MK2206 964', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 10', 'replicate: ', 'experimentDate: 2014-04-01')		0.78335	0.69179
('MK2206 965', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 14.1421', 'replicate: ', 'experimentDate: 2014-04-01')		0.41069	0.15965
('MK2206 966', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 20', 'replicate: ', 'experimentDate: 2014-04-01')		0.15012	-0.20396
('MK2206 967', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 22', 'replicate: ', 'experimentDate: 2014-04-01')		0.17377	-0.17096
('MK2206 968', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.02', 'replicate: 1', 'experimentDate: 2014-04-08')	4407.0		
('MK2206 969', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.0283333333333', 'replicate: 1', 'experimentDate: 2014-04-08')	3240.0		
('MK2206 970', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.0383333333333', 'replicate: 1', 'experimentDate: 2014-04-08')	4623.0		
('MK2206 971', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.055', 'replicate: 1', 'experimentDate: 2014-04-08')	4436.0		
('MK2206 972', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.0783333333333', 'replicate: 1', 'experimentDate: 2014-04-08')	4654.0		
('MK2206 973', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.11048543456', 'replicate: 1', 'experimentDate: 2014-04-08')	4826.0		
('MK2206 974', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.15625', 'replicate: 1', 'experimentDate: 2014-04-08')	4547.0		
('MK2206 975', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.220970869121', 'replicate: 1', 'experimentDate: 2014-04-08')	4924.0		
('MK2206 976', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.3125', 'replicate: 1', 'experimentDate: 2014-04-08')	4473.0		
('MK2206 977', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.441941738242', 'replicate: 1', 'experimentDate: 2014-04-08')	4056.0		
('MK2206 978', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.625', 'replicate: 1', 'experimentDate: 2014-04-08')	4165.0		
('MK2206 979', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.883883476483', 'replicate: 1', 'experimentDate: 2014-04-08')	4146.0		
('MK2206 980', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 1.25', 'replicate: 1', 'experimentDate: 2014-04-08')	4874.0		
('MK2206 981', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 1.76776695297', 'replicate: 1', 'experimentDate: 2014-04-08')	4258.0		
('MK2206 982', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 2.5', 'replicate: 1', 'experimentDate: 2014-04-08')	3006.0		
('MK2206 983', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 3.53553390593', 'replicate: 1', 'experimentDate: 2014-04-08')	3121.0		
('MK2206 984', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 5', 'replicate: 1', 'experimentDate: 2014-04-08')	4670.0		
('MK2206 985', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 7.07106781187', 'replicate: 1', 'experimentDate: 2014-04-08')	4193.0		
('MK2206 986', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 10', 'replicate: 1', 'experimentDate: 2014-04-08')	3545.0		
('MK2206 987', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 14.1421356237', 'replicate: 1', 'experimentDate: 2014-04-08')	701.0		
('MK2206 988', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 20', 'replicate: 1', 'experimentDate: 2014-04-08')	935.0		
('MK2206 989', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 22', 'replicate: 1', 'experimentDate: 2014-04-08')	550.0		
('MK2206 990', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.02', 'replicate: 2', 'experimentDate: 2014-04-08')	5059.0		
('MK2206 991', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.0283333333333', 'replicate: 2', 'experimentDate: 2014-04-08')	4812.0		
('MK2206 992', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.0383333333333', 'replicate: 2', 'experimentDate: 2014-04-08')	4658.0		
('MK2206 993', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.055', 'replicate: 2', 'experimentDate: 2014-04-08')	3588.0		
('MK2206 994', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.0783333333333', 'replicate: 2', 'experimentDate: 2014-04-08')	5052.0		
('MK2206 995', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.11048543456', 'replicate: 2', 'experimentDate: 2014-04-08')	4645.0		
('MK2206 996', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.15625', 'replicate: 2', 'experimentDate: 2014-04-08')	4265.0		
('MK2206 997', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.220970869121', 'replicate: 2', 'experimentDate: 2014-04-08')	3692.0		
('MK2206 998', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.3125', 'replicate: 2', 'experimentDate: 2014-04-08')	4599.0		
('MK2206 999', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.441941738242', 'replicate: 2', 'experimentDate: 2014-04-08')	4624.0		
('MK2206 1000', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.625', 'replicate: 2', 'experimentDate: 2014-04-08')	4555.0		
('MK2206 1001', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.883883476483', 'replicate: 2', 'experimentDate: 2014-04-08')	4736.0		
('MK2206 1002', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 1.25', 'replicate: 2', 'experimentDate: 2014-04-08')	4635.0		
