	('totalCellCountBeforeTreatment 0',)	('totalCellCountAfterTreatment 1',)	('totalControlCellCount 2',)	('relativeCellCount 3',)	('normalizedGrowthRateInhibitionValue 4',)
('XMD16-144 2928', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD16-144', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: M08')	2543.0	2188.0	5760.0	0.3798	-0.11982
('XMD16-144 2929', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD16-144', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: M07')	2543.0	1439.0	5734.0	0.25094	-0.38469
('XMD16-144 2930', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD16-144', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: M07')	2543.0	1430.0	5761.0	0.2482	-0.38625
('XMD16-144 2931', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD16-144', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: M07')	2543.0	1349.0	5760.0	0.23417	-0.41588
('Erlotinib 2932', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Erlotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: M24')	2543.0	4881.0	5734.0	0.85116	0.74325
('Erlotinib 2933', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Erlotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: M24')	2543.0	4751.0	5761.0	0.82462	0.69839
('Erlotinib 2934', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Erlotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: M24')	2543.0	4844.0	5760.0	0.84085	0.72665
('Erlotinib 2935', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Erlotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: M23')	2543.0	5526.0	5734.0	0.96364	0.93783
('Erlotinib 2936', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Erlotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: M23')	2543.0	5526.0	5761.0	0.95914	0.9305
('Erlotinib 2937', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Erlotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: M23')	2543.0	5556.0	5760.0	0.96444	0.93954
('Erlotinib 2938', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Erlotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: M22')	2543.0	5827.0	5734.0	1.0161	1.0275
('Erlotinib 2939', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Erlotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: M22')	2543.0	5700.0	5761.0	0.98934	0.98191
('Erlotinib 2940', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Erlotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: M22')	2543.0	6056.0	5760.0	1.0512	1.0865
('Erlotinib 2941', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Erlotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: M21')	2543.0	5570.0	5734.0	0.97131	0.95098
('Erlotinib 2942', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Erlotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: M21')	2543.0	5484.0	5761.0	0.95185	0.91805
('Erlotinib 2943', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Erlotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: M21')	2543.0	5796.0	5760.0	1.0061	1.0103
('Erlotinib 2944', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Erlotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: M20')	2543.0	5643.0	5734.0	0.98404	0.97276
('Erlotinib 2945', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Erlotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: M20')	2543.0	5633.0	5761.0	0.97771	0.96214
('Erlotinib 2946', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Erlotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: M20')	2543.0	5547.0	5760.0	0.96288	0.93687
('Erlotinib 2947', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Erlotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: M19')	2543.0	2568.0	5734.0	0.44782	0.0082209
('Erlotinib 2948', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Erlotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: M19')	2543.0	2585.0	5761.0	0.44867	0.013828
('Erlotinib 2949', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Erlotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: M19')	2543.0	2840.0	5760.0	0.49298	0.098008
('Gefitinib 2950', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: N12')	2543.0	4349.0	5258.0	0.82699	0.66841
('Gefitinib 2951', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: N12')	2543.0	5192.0	5438.0	0.95474	0.91726
('Gefitinib 2952', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: N12')	2543.0	5474.0	5557.0	0.985	0.97337
('Gefitinib 2953', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: N11')	2543.0	3909.0	5258.0	0.74332	0.50695
('Gefitinib 2954', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: N11')	2543.0	4676.0	5438.0	0.85985	0.74267
('Gefitinib 2955', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: N11')	2543.0	5057.0	5557.0	0.90996	0.83947
('Gefitinib 2956', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: N10')	2543.0	3442.0	5258.0	0.65451	0.33467
('Gefitinib 2957', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: N10')	2543.0	4183.0	5438.0	0.7692	0.57427
('Gefitinib 2958', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: N10')	2543.0	4621.0	5557.0	0.83151	0.69811
('Gefitinib 2959', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: N09')	2543.0	3236.0	5258.0	0.61534	0.25834
('Gefitinib 2960', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: N09')	2543.0	3672.0	5438.0	0.67523	0.39787
('Gefitinib 2961', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: N09')	2543.0	3786.0	5557.0	0.68126	0.423
('Gefitinib 2962', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: N08')	2543.0	2873.0	5258.0	0.54632	0.12328
('Gefitinib 2963', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: N08')	2543.0	3529.0	5438.0	0.64893	0.34813
('Gefitinib 2964', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: N08')	2543.0	3573.0	5557.0	0.64293	0.35177
('Gefitinib 2965', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: N07')	2543.0	2145.0	5258.0	0.40788	-0.15006
('Gefitinib 2966', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: N07')	2543.0	2275.0	5438.0	0.41834	-0.09674
('Gefitinib 2967', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: N07')	2543.0	2253.0	5557.0	0.40541	-0.10196
('Nilotinib 2968', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: N18')	2543.0	6340.0	5734.0	1.1056	1.1787
('Nilotinib 2969', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: N18')	2543.0	6421.0	5761.0	1.1145	1.1925
('Nilotinib 2970', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: N18')	2543.0	5967.0	5760.0	1.0358	1.0605
('Nilotinib 2971', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: N17')	2543.0	6520.0	5734.0	1.137	1.2313
('Nilotinib 2972', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: N17')	2543.0	6020.0	5761.0	1.0449	1.0758
('Nilotinib 2973', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: N17')	2543.0	6159.0	5760.0	1.0691	1.1166
('Nilotinib 2974', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: N16')	2543.0	6457.0	5734.0	1.126	1.2129
('Nilotinib 2975', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: N16')	2543.0	6188.0	5761.0	1.074	1.1248
('Nilotinib 2976', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: N16')	2543.0	6413.0	5760.0	1.1132	1.1904
('Nilotinib 2977', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: N15')	2543.0	6209.0	5734.0	1.0827	1.1403
('Nilotinib 2978', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: N15')	2543.0	6198.0	5761.0	1.0758	1.1278
('Nilotinib 2979', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: N15')	2543.0	5962.0	5760.0	1.0349	1.059
('Nilotinib 2980', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: N14')	2543.0	6221.0	5734.0	1.0848	1.1438
('Nilotinib 2981', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: N14')	2543.0	6016.0	5761.0	1.0442	1.0747
('Nilotinib 2982', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: N14')	2543.0	5962.0	5760.0	1.0349	1.059
('Nilotinib 2983', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: N13')	2543.0	2663.0	5734.0	0.46438	0.039936
('Nilotinib 2984', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: N13')	2543.0	3001.0	5761.0	0.52088	0.15054
('Nilotinib 2985', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: N13')	2543.0	2844.0	5760.0	0.49368	0.099319
('JNK-9L 2986', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: K24')	2543.0	4778.0	5258.0	0.90856	0.82512
('JNK-9L 2987', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: K24')	2543.0	4159.0	5438.0	0.76478	0.56603
('JNK-9L 2988', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: K24')	2543.0	4487.0	5557.0	0.8074	0.65437
('JNK-9L 2989', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: K23')	2543.0	5027.0	5258.0	0.95591	0.91577
('JNK-9L 2990', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: K23')	2543.0	4671.0	5438.0	0.85893	0.74097
('JNK-9L 2991', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: K23')	2543.0	5115.0	5557.0	0.9204	0.85816
('JNK-9L 2992', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: K22')	2543.0	4766.0	5258.0	0.90628	0.82074
('JNK-9L 2993', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: K22')	2543.0	4566.0	5438.0	0.83962	0.70524
('JNK-9L 2994', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: K22')	2543.0	4580.0	5557.0	0.82413	0.68474
('JNK-9L 2995', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: K21')	2543.0	2821.0	5258.0	0.53643	0.10388
('JNK-9L 2996', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: K21')	2543.0	3107.0	5438.0	0.57133	0.20027
('JNK-9L 2997', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: K21')	2543.0	2917.0	5557.0	0.52489	0.12922
('JNK-9L 2998', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: K20')	2543.0	1904.0	5258.0	0.36206	-0.24143
('JNK-9L 2999', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: K20')	2543.0	1985.0	5438.0	0.36501	-0.20238
('JNK-9L 3000', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: K20')	2543.0	1890.0	5557.0	0.34009	-0.23152
('JNK-9L 3001', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: K19')	2543.0	1549.0	5258.0	0.29455	-0.37701
('JNK-9L 3002', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: K19')	2543.0	1593.0	5438.0	0.29293	-0.3474
('JNK-9L 3003', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: K19')	2543.0	1679.0	5557.0	0.30212	-0.30811
('PD0325901 3004', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: E06')	2543.0	5654.0	5258.0	1.0751	1.1432
('PD0325901 3005', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: E06')	2543.0	5349.0	5438.0	0.98361	0.97007
('PD0325901 3006', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: E06')	2543.0	5198.0	5557.0	0.93534	0.88488
('PD0325901 3007', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: C06')	2543.0	5329.0	5734.0	0.92929	0.87877
('PD0325901 3008', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: C06')	2543.0	5592.0	5761.0	0.97059	0.95003
('PD0325901 3009', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: C06')	2543.0	5429.0	5760.0	0.94239	0.90188
('PD0325901 3010', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: E05')	2543.0	5682.0	5258.0	1.0805	1.1533
('PD0325901 3011', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: E05')	2543.0	5190.0	5438.0	0.95437	0.91659
('PD0325901 3012', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: E05')	2543.0	5103.0	5557.0	0.91824	0.8543
('PD0325901 3013', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: C05')	2543.0	5273.0	5734.0	0.91952	0.86193
('PD0325901 3014', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: C05')	2543.0	5116.0	5761.0	0.88797	0.80837
('PD0325901 3015', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: C05')	2543.0	5356.0	5760.0	0.92972	0.88018
('PD0325901 3016', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: E04')	2543.0	5409.0	5258.0	1.0286	1.0545
('PD0325901 3017', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: E04')	2543.0	4947.0	5438.0	0.90969	0.83456
('PD0325901 3018', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: E04')	2543.0	5359.0	5557.0	0.96431	0.93656
('PD0325901 3019', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: C04')	2543.0	5243.0	5734.0	0.91429	0.85289
('PD0325901 3020', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: C04')	2543.0	5191.0	5761.0	0.90099	0.83082
('PD0325901 3021', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: C04')	2543.0	5475.0	5760.0	0.95038	0.91554
('PD0325901 3022', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: E03')	2543.0	4808.0	5258.0	0.91427	0.83605
('PD0325901 3023', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: E03')	2543.0	4469.0	5438.0	0.82179	0.67216
('PD0325901 3024', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: E03')	2543.0	4972.0	5557.0	0.89467	0.81202
